id,seccion,etiqueta,valor
2292,FormCliPral,CliNotas5,Notas 6
2293,Compras,Compras,Compras
2294,Compras,ComprasPredef,Compras 
2295,Centros,CentrosSingular,Centro
2296,Centros,CentrosPlural,Centros
2297,Centros,CentrosFicha,Centro Ficha
2298,Centros,CentrosPrincipal,Centro Principal
2299,FormExpPral,TotalExp,Total Expedientes
2300,FormExpPral,ExpRelExp,Expedientes Relacionados
2301,FormExpPral,ExpActivoExp,Activo Expediente
2302,FormCorConPral,Titulo2,Pers.Cto.
2311,CodPerso,estado1relaciones,Relaciones
2312,CodPerso,estado1jornadalab,Jornada Laboral
2313,CodPerso,estado2,Estado2
2314,CodPerso,estado2hora,Nº Hora
2315,CodPerso,estado2costes,Costes Directos
2316,CodPerso,estado3,Estado3
2317,CodPerso,estado3costes,Costes Organización
2318,CodPerso,estado4,Estado4
2319,CodPerso,estado4costes,Total Costes Elegibles
2320,CodPerso,estado5,Estado5
2321,CodPerso,estado5costes,Costes Salariales
2322,CodPerso,estado6,Estado6
2323,CodPerso,estado6costes,Costes Indirectos
2324,Centros,CentrosPredefinidos,Centros Predefinidos
2325,Tareas,TareasPredefinidas,Tareas-Plazos Predefinidas
2326,FormOporMan,recursosNotas,Notas
2327,FormOporMan,recursosNotas1,Notas 1
2328,FormOporMan,recursosNotas2,Notas 2
2329,FormOporMan,recursosNotas3,Notas 3
2330,FormOporMan,recursosNotas4,Notas 4
2331,FormOporMan,recursosNotas5,Notas 5
2332,Articulos,ArtNotas,Notas
2333,Articulos,ArtNotas2,Notas2
2334,Articulos,ArtNotas3,Notas4
2335,Articulos,ArtNotas4,Notas4
2336,Articulos,ArtNotas5,Notas5
2337,Articulos,ArtNotas6,Notas6
2338,CodPerso,clinombrecomercialcli,Nombre Comercial Cliente
2339,FormExpPral,ExpTituloCobro,Expediente Cobro
2340,FormExpPral,ExpDescripcionExpSug,Descripción Expediente Sugerido
2341,FormExpPral,ExpNumExpSug,Núm. Expediente Sugerido
2342,FormExpPral,ExpYearExpSug,Año Expediente Sugerido
2351,CodPerso,cliUsuarioMultiple,Usuarios
2352,CodPerso,clienfax,Fax
2353,FormExpCue,CuePrevi4,Movimientos Recobros
2354,CodPerso,cliPrincipalCli,Cliente Principal
2355,CodPerso,cliTodosCli,Clientes (Todos)
2356,FormExpPral,ExpBuscarExp,Buscar Expediente
2357,FormExpPral,ExpTipo,Tipo de Expediente
