tabla,campo,etiqueta,bocultar,orden,formato,bverword
almacen,scodpostal,código Postal,0,,,
almacen,sdireccion,Dirección,0,,,
almacen,semail,Correo Electrónico,0,,,
almacen,sfax,Fax,0,,,
almacen,spais,Pais,0,,,
almacen,spoblacion,Población,0,,,
almacen,sprovincia,Provincia,0,,,
almacen,stelefono,Teléfono,0,,,
altacobrosa1,concepto1gr1,Servicio 1,0,,,
altacobrosa1,concepto2gr1,Servicio 2,0,,,
altacobrosa1,concepto3gr1,Servicio 3,0,,,
altacobrosa1,concepto4gr1,Servicio 4,0,,,
altacobrosa1,concepto5gr1,Servicio 5,0,,,
altacobrosa1,concepto6gr1,Servicio 6,0,,,
altacobrosa1,diacobro1gr1,Día de Cobro 1,0,,,
altacobrosa1,diacobro2gr1,Día de Cobro 2,0,,,
altacobrosa1,diacobro3gr1,Día de Cobro 3,0,,,
altacobrosa1,diacobro4gr1,Día de Cobro 4,0,,,
altacobrosa1,diacobro5gr1,Día de Cobro 5,0,,,
altacobrosa1,diacobro6gr1,Día de Cobro 6,0,,,
altacobrosa1,importe1gr1,Importe 1,0,,,
altacobrosa1,importe2gr1,Importe 2,0,,,
altacobrosa1,importe3gr1,Importe 3,0,,,
altacobrosa1,importe4gr1,Importe 4,0,,,
altacobrosa1,importe5gr1,Importe 5,0,,,
altacobrosa1,importe6gr1,Importe 6,0,,,
altacobrosa1,importeanual1gr1,Importe Anual 1,0,,,
altacobrosa1,importeanual2gr1,Importe Anual 2,0,,,
altacobrosa1,importeanual3gr1,Importe Anual 3,0,,,
altacobrosa1,importeanual4gr1,Importe Anual 4,0,,,
altacobrosa1,importeanual5gr1,Importe Anual 5,0,,,
altacobrosa1,importeanual6gr1,Importe Anual 6,0,,,
altacobrosa1,periodo1gr1,Periodo 1,0,,,
altacobrosa1,periodo2gr1,Periodo 2,0,,,
altacobrosa1,periodo3gr1,Periodo 3,0,,,
altacobrosa1,periodo4gr1,Periodo 4,0,,,
altacobrosa1,periodo5gr1,Periodo 5,0,,,
altacobrosa1,periodo6gr1,Periodo 6,0,,,
altacobrosa1,servicio1gr1,% Servicio 1,0,,,
altacobrosa1,servicio2gr1,% Servicio 2,0,,,
altacobrosa1,servicio3gr1,% Servicio 3,0,,,
altacobrosa1,servicio4gr1,% Servicio 4,0,,,
altacobrosa1,servicio5gr1,% Servicio 5,0,,,
altacobrosa1,servicio6gr1,% Servicio 6,0,,,
altacobrosa2,concepto1gr2,Servicio 1,0,,,
altacobrosa2,concepto2gr2,Servicio 2,0,,,
altacobrosa2,concepto3gr2,Servicio 3,0,,,
altacobrosa2,concepto4gr2,Servicio 4,0,,,
altacobrosa2,concepto5gr2,Servicio 5,0,,,
altacobrosa2,concepto6gr2,Servicio 6,0,,,
altacobrosa2,diacobro1gr2,Día de Cobro 1,0,,,
altacobrosa2,diacobro2gr2,Día de Cobro 2,0,,,
altacobrosa2,diacobro3gr2,Día de Cobro 3,0,,,
altacobrosa2,diacobro4gr2,Día de Cobro 4,0,,,
altacobrosa2,diacobro5gr2,Día de Cobro 5,0,,,
altacobrosa2,diacobro6gr2,Día de Cobro 6,0,,,
altacobrosa2,importe1gr2,Importe 1,0,,,
altacobrosa2,importe2gr2,Importe 2,0,,,
altacobrosa2,importe3gr2,Importe 3,0,,,
altacobrosa2,importe4gr2,Importe 4,0,,,
altacobrosa2,importe5gr2,Importe 5,0,,,
altacobrosa2,importe6gr2,Importe 6,0,,,
altacobrosa2,importeanual1gr2,Importe Anual 1,0,,,
altacobrosa2,importeanual2gr2,Importe Anual 2,0,,,
altacobrosa2,importeanual3gr2,Importe Anual 3,0,,,
altacobrosa2,importeanual4gr2,Importe Anual 4,0,,,
altacobrosa2,importeanual5gr2,Importe Anual 5,0,,,
altacobrosa2,importeanual6gr2,Importe Anual 6,0,,,
altacobrosa2,periodo1gr2,Periodo 1,0,,,
altacobrosa2,periodo2gr2,Periodo 2,0,,,
altacobrosa2,periodo3gr2,Periodo 3,0,,,
altacobrosa2,periodo4gr2,Periodo 4,0,,,
altacobrosa2,periodo5gr2,Periodo 5,0,,,
altacobrosa2,periodo6gr2,Periodo 6,0,,,
altacobrosa2,servicio1gr2,% Servicio 1,0,,,
altacobrosa2,servicio2gr2,% Servicio 2,0,,,
altacobrosa2,servicio3gr2,% Servicio 3,0,,,
altacobrosa2,servicio4gr2,% Servicio 4,0,,,
altacobrosa2,servicio5gr2,% Servicio 5,0,,,
altacobrosa2,servicio6gr2,% Servicio 6,0,,,
altacobrosa3,concepto1gr3,Servicio 1,0,,,
altacobrosa3,concepto2gr3,Servicio 2,0,,,
altacobrosa3,concepto3gr3,Servicio 3,0,,,
altacobrosa3,concepto4gr3,Servicio 4,0,,,
altacobrosa3,concepto5gr3,Servicio 5,0,,,
altacobrosa3,concepto6gr3,Servicio 6,0,,,
altacobrosa3,diacobro1gr3,Día de Cobro 1,0,,,
altacobrosa3,diacobro2gr3,Día de Cobro 2,0,,,
altacobrosa3,diacobro3gr3,Día de Cobro 3,0,,,
altacobrosa3,diacobro4gr3,Día de Cobro 4,0,,,
altacobrosa3,diacobro5gr3,Día de Cobro 5,0,,,
altacobrosa3,diacobro6gr3,Día de Cobro 6,0,,,
altacobrosa3,importe1gr3,Importe 1,0,,,
altacobrosa3,importe2gr3,Importe 2,0,,,
altacobrosa3,importe3gr3,Importe 3,0,,,
altacobrosa3,importe4gr3,Importe 4,0,,,
altacobrosa3,importe5gr3,Importe 5,0,,,
altacobrosa3,importe6gr3,Importe 6,0,,,
altacobrosa3,importeanual1gr3,Importe Anual 1,0,,,
altacobrosa3,importeanual2gr3,Importe Anual 2,0,,,
altacobrosa3,importeanual3gr3,Importe Anual 3,0,,,
altacobrosa3,importeanual4gr3,Importe Anual 4,0,,,
altacobrosa3,importeanual5gr3,Importe Anual 5,0,,,
altacobrosa3,importeanual6gr3,Importe Anual 6,0,,,
altacobrosa3,periodo1gr3,Periodo 1,0,,,
altacobrosa3,periodo2gr3,Periodo 2,0,,,
altacobrosa3,periodo3gr3,Periodo 3,0,,,
altacobrosa3,periodo4gr3,Periodo 4,0,,,
altacobrosa3,periodo5gr3,Periodo 5,0,,,
altacobrosa3,periodo6gr3,Periodo 6,0,,,
altacobrosa3,servicio1gr3,% Servicio 1,0,,,
altacobrosa3,servicio2gr3,% Servicio 2,0,,,
altacobrosa3,servicio3gr3,% Servicio 3,0,,,
altacobrosa3,servicio4gr3,% Servicio 4,0,,,
altacobrosa3,servicio5gr3,% Servicio 5,0,,,
altacobrosa3,servicio6gr3,% Servicio 6,0,,,
altacobrosa4,concepto1gr4,Servicio 1,0,,,
altacobrosa4,concepto2gr4,Servicio 2,0,,,
altacobrosa4,concepto3gr4,Servicio 3,0,,,
altacobrosa4,concepto4gr4,Servicio 4,0,,,
altacobrosa4,concepto5gr4,Servicio 5,0,,,
altacobrosa4,concepto6gr4,Servicio 6,0,,,
altacobrosa4,diacobro1gr4,Día de Cobro 1,0,,,
altacobrosa4,diacobro2gr4,Día de Cobro 2,0,,,
altacobrosa4,diacobro3gr4,Día de Cobro 3,0,,,
altacobrosa4,diacobro4gr4,Día de Cobro 4,0,,,
altacobrosa4,diacobro5gr4,Día de Cobro 5,0,,,
altacobrosa4,diacobro6gr4,Día de Cobro 6,0,,,
altacobrosa4,importe1gr4,Importe 1,0,,,
altacobrosa4,importe2gr4,Importe 2,0,,,
altacobrosa4,importe3gr4,Importe 3,0,,,
altacobrosa4,importe4gr4,Importe 4,0,,,
altacobrosa4,importe5gr4,Importe 5,0,,,
altacobrosa4,importe6gr4,Importe 6,0,,,
altacobrosa4,importeanual1gr4,Importe Anual 1,0,,,
altacobrosa4,importeanual2gr4,Importe Anual 2,0,,,
altacobrosa4,importeanual3gr4,Importe Anual 3,0,,,
altacobrosa4,importeanual4gr4,Importe Anual 4,0,,,
altacobrosa4,importeanual5gr4,Importe Anual 5,0,,,
altacobrosa4,importeanual6gr4,Importe Anual 6,0,,,
altacobrosa4,periodo1gr4,Periodo 1,0,,,
altacobrosa4,periodo2gr4,Periodo 2,0,,,
altacobrosa4,periodo3gr4,Periodo 3,0,,,
altacobrosa4,periodo4gr4,Periodo 4,0,,,
altacobrosa4,periodo5gr4,Periodo 5,0,,,
altacobrosa4,periodo6gr4,Periodo 6,0,,,
altacobrosa4,servicio1gr4,% Servicio 1,0,,,
altacobrosa4,servicio2gr4,% Servicio 2,0,,,
altacobrosa4,servicio3gr4,% Servicio 3,0,,,
altacobrosa4,servicio4gr4,% Servicio 4,0,,,
altacobrosa4,servicio5gr4,% Servicio 5,0,,,
altacobrosa4,servicio6gr4,% Servicio 6,0,,,
altacobrosa5,concepto1gr5,Servicio 1,0,,,
altacobrosa5,concepto2gr5,Servicio 2,0,,,
altacobrosa5,concepto3gr5,Servicio 3,0,,,
altacobrosa5,concepto4gr5,Servicio 4,0,,,
altacobrosa5,concepto5gr5,Servicio 5,0,,,
altacobrosa5,concepto6gr5,Servicio 6,0,,,
altacobrosa5,diacobro1gr5,Día de Cobro 1,0,,,
altacobrosa5,diacobro2gr5,Día de Cobro 2,0,,,
altacobrosa5,diacobro3gr5,Día de Cobro 3,0,,,
altacobrosa5,diacobro4gr5,Día de Cobro 4,0,,,
altacobrosa5,diacobro5gr5,Día de Cobro 5,0,,,
altacobrosa5,diacobro6gr5,Día de Cobro 6,0,,,
altacobrosa5,importe1gr5,Importe 1,0,,,
altacobrosa5,importe2gr5,Importe 2,0,,,
altacobrosa5,importe3gr5,Importe 3,0,,,
altacobrosa5,importe4gr5,Importe 4,0,,,
altacobrosa5,importe5gr5,Importe 5,0,,,
altacobrosa5,importe6gr5,Importe 6,0,,,
altacobrosa5,importeanual1gr5,Importe Anual 1,0,,,
altacobrosa5,importeanual2gr5,Importe Anual 2,0,,,
altacobrosa5,importeanual3gr5,Importe Anual 3,0,,,
altacobrosa5,importeanual4gr5,Importe Anual 4,0,,,
altacobrosa5,importeanual5gr5,Importe Anual 5,0,,,
altacobrosa5,importeanual6gr5,Importe Anual 6,0,,,
altacobrosa5,periodo1gr5,Periodo 1,0,,,
altacobrosa5,periodo2gr5,Periodo 2,0,,,
altacobrosa5,periodo3gr5,Periodo 3,0,,,
altacobrosa5,periodo4gr5,Periodo 4,0,,,
altacobrosa5,periodo5gr5,Periodo 5,0,,,
altacobrosa5,periodo6gr5,Periodo 6,0,,,
altacobrosa5,servicio1gr5,% Servicio 1,0,,,
altacobrosa5,servicio2gr5,% Servicio 2,0,,,
altacobrosa5,servicio3gr5,% Servicio 3,0,,,
altacobrosa5,servicio4gr5,% Servicio 4,0,,,
altacobrosa5,servicio5gr5,% Servicio 5,0,,,
altacobrosa5,servicio6gr5,% Servicio 6,0,,,
altacobrosa6,concepto1gr6,Servicio 1,0,,,
altacobrosa6,concepto2gr6,Servicio 2,0,,,
altacobrosa6,concepto3gr6,Servicio 3,0,,,
altacobrosa6,concepto4gr6,Servicio 4,0,,,
altacobrosa6,concepto5gr6,Servicio 5,0,,,
altacobrosa6,concepto6gr6,Servicio 6,0,,,
altacobrosa6,diacobro1gr6,Día de Cobro 1,0,,,
altacobrosa6,diacobro2gr6,Día de Cobro 2,0,,,
altacobrosa6,diacobro3gr6,Día de Cobro 3,0,,,
altacobrosa6,diacobro4gr6,Día de Cobro 4,0,,,
altacobrosa6,diacobro5gr6,Día de Cobro 5,0,,,
altacobrosa6,diacobro6gr6,Día de Cobro 6,0,,,
altacobrosa6,importe1gr6,Importe 1,0,,,
altacobrosa6,importe2gr6,Importe 2,0,,,
altacobrosa6,importe3gr6,Importe 3,0,,,
altacobrosa6,importe4gr6,Importe 4,0,,,
altacobrosa6,importe5gr6,Importe 5,0,,,
altacobrosa6,importe6gr6,Importe 6,0,,,
altacobrosa6,importeanual1gr6,Importe Anual 1,0,,,
altacobrosa6,importeanual2gr6,Importe Anual 2,0,,,
altacobrosa6,importeanual3gr6,Importe Anual 3,0,,,
altacobrosa6,importeanual4gr6,Importe Anual 4,0,,,
altacobrosa6,importeanual5gr6,Importe Anual 5,0,,,
altacobrosa6,importeanual6gr6,Importe Anual 6,0,,,
altacobrosa6,periodo1gr6,Periodo 1,0,,,
altacobrosa6,periodo2gr6,Periodo 2,0,,,
altacobrosa6,periodo3gr6,Periodo 3,0,,,
altacobrosa6,periodo4gr6,Periodo 4,0,,,
altacobrosa6,periodo5gr6,Periodo 5,0,,,
altacobrosa6,periodo6gr6,Periodo 6,0,,,
altacobrosa6,servicio1gr6,% Servicio 1,0,,,
altacobrosa6,servicio2gr6,% Servicio 2,0,,,
altacobrosa6,servicio3gr6,% Servicio 3,0,,,
altacobrosa6,servicio4gr6,% Servicio 4,0,,,
altacobrosa6,servicio5gr6,% Servicio 5,0,,,
altacobrosa6,servicio6gr6,% Servicio 6,0,,,
alummaterial,dfechaentrega,F Entrega,0,,fecha,
alummaterial,entregado,Entregado,0,,,
alummaterial,sdescripcion,Descripción,0,,,
alummaterial,udsentregadas,Uds Entregadas,0,,,
alummaterial,unidades,Uds Material,0,,,
alumpruebasevaluables,alumnopruebaevaluable,Nombre Alumno,1,,,0
alumpruebasevaluables,nifalumpruebaevaluable,Nif Alumno,1,,,0
alumpruebasevaluables,notamedia,Nota Media,0,,,0
alumpruebasevaluables,notamediatexto,Nota Media Texto,0,,,0
amortiza,codsubusu,Usuario,0,,,
amortiza,concepto,Concepto,0,,,
amortiza,fechaamor,Fecha Amortización,0,,fecha,
amortiza,importe,Importe,0,,,
amortiza,numctaAmortiza,Cuenta Amortización,0,,,
amortiza,numctaDotacion,Cuenta Dotación,0,,,
anticipo,descripcion,Descripción,0,,,0
anticipo,fecha,Fecha,0,,fecha,0
anticipo,formacobro,Forma Cobro,0,,,0
anticipo,importe,Importe,0,,dinero,0
areaprofesional,areaprofesional,Área Profesional,0,,,
areaprofesional,codigo,Código,0,,,
armarioCama,Armario,Campo Libre,0,,,
armarioEqui,Armario,Campo Libre,0,,,
armarioSofa,Armario,Campo Libre,0,,,
articulos,codigo,Código,0,,,
articulos,descripcion,Descripción,0,,,
articulos,fecha,Fecha de Alta,0,,fecha,
articulos,iva,IVA,0,,,
articulos,margen,Margen,0,,,
articulos,nombrefamilia,Familia,0,,,0
articulos,nombreprove,Proveedor,0,,,
articulos,notas,Notas,0,,rtf,
articulos,orden,Orden,0,,,
articulos,pormargen,Margen %,0,,,
articulos,preciocoste,Precio Coste,0,,,
articulos,preciovenI,Precio Venta € (Con IVA),0,,,
articulos,preciovenSI,Precio Venta € (Sin IVA),0,,,
articulos,referencia,Referencia,0,,,
articulos,stockM,Stock Mínimo,1,,,
articulos,stockr,Stock Real,1,,,
articulos,tipomargennombre,Tipo Margen,0,,,
Asegurados,nif,N I F ,0,,,
Asegurados,nombre,Nombre,0,,,
Asegurados,telefono,Teléfono,0,,,
audit,audit_appname,Aplicación,0,,,
audit,audit_login,Usuario BD,0,,,
audit,audit_terminal,Equipo,0,,,
audit,audit_timestamp,Fecha,0,,,
audit,BBDD,Base de Datos,0,,,
audit,codigo,Datos,0,,,
audit,ESTADO,Estado,0,,,
audit,OPERADOR,Operador,0,,,
audit,tabla,Tabla,0,,,
bancos,banco,Banco/Caja,0,,,
bancos,BicSwift,BIC/SWIFT,0,,,0
bancos,codpostal,Código Postal,0,,,
bancos,cuenta,Número Cuenta,0,,,
bancos,direccion,Dirección,0,,,
bancos,email,Correo Electrónico,0,,,
bancos,empresa,Empresa,0,,,
bancos,fax,Fax,0,,,
bancos,iban,IBAN,0,,,0
bancos,id,Id,1,,,
bancos,nacionalidad,Nacionalidad,0,,,
bancos,nifcif,NIF/CIF,0,,,
bancos,notas,Notas,0,,rtf,
bancos,pagweb,Página Web,0,,,
bancos,perso1,perso1,1,,,
bancos,perso10,perso10,1,,,
bancos,perso2,perso2,1,,,
bancos,perso3,perso3,1,,,
bancos,perso4,perso4,1,,,
bancos,perso5,perso5,1,,,
bancos,perso6,perso6,1,,,
bancos,perso7,perso7,1,,,
bancos,perso8,perso8,1,,,
bancos,perso9,perso9,1,,,
bancos,persofecha1,persofecha1,1,,fecha,
bancos,persofecha2,persofecha2,1,,fecha,
bancos,persofecha3,persofecha3,1,,fecha,
bancos,persologic1,persologic1,1,,,
bancos,persologic2,persologic2,1,,,
bancos,persologic3,persologic3,1,,,
bancos,persologic4,persologic4,1,,,
bancos,persologic5,persologic5,1,,,
bancos,personum1,personum1,1,,,
bancos,personum2,personum2,1,,,
bancos,personum3,personum3,1,,,
bancos,personum4,personum4,1,,,
bancos,personum5,personum5,1,,,
bancos,poblacion,Población,0,,,
bancos,provincia,Provincia,0,,,
bancos,sepaacr,SEPA Vencido Acreedor,0,,,0
bancos,sepadtoacr,SEPA Descuento Acreedor,0,,,0
bancos,sepadtopre,SEPA Descuento Presentador,0,,,0
bancos,sepapre,SEPA Vencido Presentador,0,,,0
bancos,sufdescord,Sufijo Dcto Emisor,0,,,
bancos,sufijo19,Sufijos Vencidos,0,,,
bancos,sufijo58,Sufijos Dcto,0,,,
bancos,sufvenord,Sufijo Vencido Emisor,0,,,
bancos,telefono1,Teléfono 1,0,,,
bancos,telefono2,Teléfono 2,0,,,
bancos,telefono3,Télefono 3,0,,,
bienesinversion,concepto,Concepto,0,,,
bienesinversion,fechaalta,Fecha,0,,fecha,
bienesinversion,importe,Importe,0,,,
bienesinversion,numctaAmortiza,Cuenta Amortización,0,,,
bienesinversion,numctaBI,Cuenta Bien Inversión,0,,,
bienesinversion,numctaDotacion,Cuenta Dotación,0,,,
Bonos,FechaCierre,Fecha Cierre,0,,,0
bonos,notas1,Notas,0,,,0
Busqueda,Direccion,Dirección,0,0,,
Busqueda,Email,Email,0,0,,
Busqueda,NIF,NIF/CIF,0,0,,
Busqueda,Nombre,Nombre,0,0,,
Busqueda,Notas,Notas,0,0,rtf,
Busqueda,Poblacion,Población,0,0,,
Busqueda,Provincia,Provincia,0,0,,
Busqueda,Telefono,Teléfonos,0,0,,
cajaman,concepto,Concepto,0,,,
cajaman,fecha,Fecha,0,,fecha,
cajaman,formapago,Forma Cobro/Pago,0,,,
cajaman,nomsubusu,Usuario,0,,,
cajaman,numregistro,Núm Registro,0,,,
cajaman,snombrecli,Nombre,0,,,
cajaman,tipo,Tipo,0,,,
cajaman,total,Total,0,,,
calalum,calCal,Calificación,0,,,
calalum,dfecha,Fecha Evaluación,0,,fecha,
calalum,evalCal,Evaluación,0,,,
calalum,fnota,Puntuación,0,,,
calalum,notas,Notas,0,,rtf,
calalumgen,descripcionCal,Descripción,0,,,
calalumgen,expedienteCal,Núm Expediente,0,,,
calalumgen,fechaAltaExp,Fecha Alta,0,,fecha,
calalumgen,iyearCal,Año,0,,,
calalumgen,notamedia,Puntuación Media,0,,,
calalumgen,tipoexpCal,Tipo Expediente,0,,,
calalumgen,usuCal,Usuario,0,,,
calexpgen,alumnoExpCal,Nombre Alumno,0,,,
calexpgen,nifAlumExpCal,Nif Alumno,0,,,
calexpgen,notamedia,Nota Media,0,,,
centrospredef,sdescripcion,Centro,0,,,
cheqcuenta,cliente,Cliente,0,,,
cheqcuenta,codsubusu,Usuario Factura,0,,,
cheqcuenta,dfecha,Fecha,0,,fecha,
cheqcuenta,diario,Diario,0,,,
cheqcuenta,expediente,Expediente,0,,,
cheqcuenta,fentradaseuro,Entradas,0,,,
cheqcuenta,fsalidaseuro,Salidas,0,,,
cheqcuenta,inumfactura,Núm Factura,0,,,
cheqcuenta,iyear,Año Exp,0,,,
cheqcuenta,sdescripcion,Descripción,0,,,
cheqcuenta,serie,Serie Factura,0,,,
cheqcuenta,stipo,Tipo de Cuenta,0,,,
cheqcuenta,yearfact,Año Factura,0,,,
cheqprevia,cliente,Cliente,0,,,
cheqprevia,dfecha,Fecha,0,,fecha,
cheqprevia,expediente,Expediente,0,,,
cheqprevia,fentradaseuro,Entradas,0,,,
cheqprevia,fsalidaseuro,Salidas,0,,,
cheqprevia,iyear,Año Exp,0,,,
cheqprevia,sdescripcion,Descripción,0,,,
cheqprevia,subusu,Usuario,0,,,
cierrecaja,fechacierrecaja,Fecha Cierre,0,,fecha,
cierrecaja,fechadesde,Fecha Desde,0,,fecha,
cierrecaja,fechahasta,Fecha Hasta,0,,fecha,
cierrecaja,fondocaja,Fondo Caja,0,,,
cierrecaja,horaCierre,Hora Cierre,0,,hora,
cierrecaja,importecierrecaja,Descuadre,0,,,
cierrecaja,totalentrada,Total Entrada,0,,,
cierrecaja,totalsalida,Total Salida,0,,,
cliadjun,descripcion,Título,0,,,
cliadjun,fecha,Fecha,0,,fecha,
cliadjun,fechaftp,fechaftp,1,,fecha,
cliadjun,icodcli,icodcli,1,,,
cliadjun,imagen,Nombre Adjunto,0,,,
cliadjun,linea,linea,1,,,
cliadjun,origen,origen,1,,,
cliadjun,subidoftp,subidoftp,1,,,
cliadjun,ubicacion,Ubicación,0,,,
clialquiler,dirLocal,Local,0,,,
clialquiler,duracion,Duración Contrato,0,,,
clialquiler,fianza,Fianza,0,,,
clibancos,banco,Banco,0,,,
clibancos,BicSwift,Código BIC/SWIFT,0,,,
clibancos,CuentaBanco,Código de Cuenta de Cliente (C C C ),0,,,
clibancos,IBAN,Código de Cuenta IBAN,0,,,
clibancos,telefono1,Teléfono,0,,,
clibase,baseimp,Cuota,0,,,
clibase,fecha,Fecha,0,,fecha,
clibase,icodcli,icodcli,1,,,
clibase,linea,linea,1,,,
clicobros,concepto,Concepto,0,,,0
clicobros,fecha,Fecha Vencimiento,0,,fecha,0
clicobros,fechacobro,Fecha Cobro,0,,fecha,0
clicobros,fechaingreso,Fecha Alta,0,,fecha,0
clicobros,formapago,Forma de cobro,0,,,0
clicobros,total,Importe,0,,,0
clidcto,enviar,enviar,1,,,
clidcto,fechaactuacion,fechaactuacion,1,,fecha,
clidcto,fechadcto,Fecha,0,,fecha,
clidcto,fechaFTP,fechaFTP,1,,fecha,
clidcto,icodcli,icodcli,1,,,
clidcto,linea,linea,1,,,
clidcto,lineadcto,lineadcto,1,,,
clidcto,nombrecarta,Nombre Documento,0,,,
clidcto,subidoFTP,subidoFTP,1,,,
clidcto,titulo,Título,0,,,
CliDescuentos,descripcion,Descripción,0,,,
CliDescuentos,importe,Importe,0,,,
CliDescuentos,orden,Orden,0,,,
cliecont,acciones,Acciones/Participaciones,1,,,
cliecont,capital,Capital,1,,,
cliecont,codpostal,Código Postal,0,0,,1
cliecont,contingenciafiscal,Contingencia Fiscal,1,,,
cliecont,CuentaBanco,CCC Contrario,0,0,,
cliecont,datosescrituras,Datos Escrituras,1,,,
cliecont,domicilio,Dirección,0,0,,1
cliecont,email,Correo Electrónico,0,0,,1
cliecont,fax,Fax,0,0,,
cliecont,fechacaducidad,Fecha Caducidad Cargo,1,,fecha,
cliecont,fechaconsti,Fecha Constitución,1,,fecha,
cliecont,fechanacimiento,Fecha Nacimiento,1,,fecha,
cliecont,fechaorgadm,Fecha Organo Administración,1,,fecha,
cliecont,fechapermiso,Fecha Permiso,1,,fecha,
cliecont,formaorgadm,Forma del Organo Administración,1,,,
cliecont,icodclicon,Código,1,,,
cliecont,librosoficiales,Libros Oficiales,1,,,
cliecont,movil,Móvil,0,0,,1
cliecont,Nacionalidad,Nacionalidad,0,0,,1
cliecont,nifclicon,NIF/CIF,0,0,,1
cliecont,notas,Notas,0,0,rtf,
cliecont,numreferencia,Ref Contrario,0,,,1
cliecont,objetosocial,Objeto Social,1,,,
cliecont,pagweb,Página Web,0,0,,
cliecont,perso1,Perso1,1,,,
cliecont,perso10,perso10,1,,,
cliecont,perso11,perso11,1,,,
cliecont,perso12,perso12,1,,,
cliecont,perso13,perso13,1,,,
cliecont,perso14,perso14,1,,,
cliecont,perso15,perso15,1,,,
cliecont,perso16,perso16,1,,,
cliecont,perso17,perso17,1,,,
cliecont,perso18,perso18,1,,,
cliecont,perso19,perso19,1,,,
cliecont,perso2,Perso2,1,,,
cliecont,perso20,perso20,1,,,
cliecont,perso3,perso3,1,,,
cliecont,perso4,perso4,1,,,
cliecont,perso5,perso5,1,,,
cliecont,perso6,perso6,1,,,
cliecont,perso7,perso7,1,,,
cliecont,perso8,perso8,1,,,
cliecont,perso9,perso9,1,,,
cliecont,persofecha1,persofecha1,1,,fecha,
cliecont,persofecha2,persofecha2,1,,fecha,
cliecont,persofecha3,persofecha3,1,,fecha,
cliecont,persologic1,persologic1,1,,,
cliecont,persologic2,persologic2,1,,,
cliecont,persologic3,persologic3,1,,,
cliecont,persologic4,persologic4,1,,,
cliecont,persologic5,persologic5,1,,,
cliecont,persologic6,persologic6,1,,,
cliecont,personum1,personum1,1,,,
cliecont,personum2,personum2,1,,,
cliecont,personum3,personum3,1,,,
cliecont,personum4,personum4,1,,,
cliecont,personum5,personum5,1,,,
cliecont,poblacion,Población,0,0,,1
cliecont,provincia,Provincia,0,0,,1
cliecont,quiebra,Quiebra,1,,,
cliecont,regimenfiscal,Régimen Fiscal,1,,,
cliecont,riesgofiscal,Riesgo Fiscal,1,,,
cliecont,snombreabo,Abogado Contrario,0,,,1
cliecont,snombreclicon,Nombre,0,0,,1
cliecont,snombrepro,Procurador Contrario,0,,,1
cliecont,socarchivo,Archivo,1,,,
cliecont,socfolio,Folio,1,,,
cliecont,sochoja,Hoja,1,,,
cliecont,sociedad,Sociedad,1,,,
cliecont,socienotas,Notas,1,,rtf,
cliecont,socinscripcion,Inscripción,1,,,
cliecont,socregistro,Registro,1,,,
cliecont,soctomo,Tomo,1,,,
cliecont,telefono,Télefono 1,0,0,,1
cliecont,telefono2,Teléfono 2,0,0,,1
cliecont,telefono3,Teléfono 3,0,0,,
cliecont,valoracc,Valor Acciones/Participaciones,1,,,
clientes, campo21, Campo21,0,0,,
clientes, campo22, Campo22,0,0,,
clientes, campo23, Campo23,0,0,,
clientes, campo24, Campo24,0,0,,
clientes, campofecha10, CampoFecha10,0,0,fecha,
clientes, campofecha11, CampoFecha11,0,0,fecha,
clientes, campofecha12, CampoFecha12,0,0,fecha,
clientes, campofecha9, CampoFecha9,0,0,fecha,
clientes,acciones,Acciones/Participaciones,1,,,0
Clientes,actuenlace,Actuación Enlace,1,,,0
Clientes,ActuRealizada,Actuación Realizada,0,,sino,
clientes,alertaodontograma,Alerta Odontograma,0,,,
clientes,asiento,asiento,1,,,
Clientes,autoimporte,Autoimporte,1,,,0
clientes,balerta,balerta,1,,,
clientes,BicSwift,Código BIC/SWIFT,0,,,1
clientes,bloqueo,bloqueo,1,,,
clientes,bnotificaraperexp,bnotificaraperexp,1,,,
clientes,bonificacion,Bonificación,0,,,0
Clientes,campo,Campo,1,,,
clientes,campo1,Campo1,0,,,
clientes,campo10,campo10,0,,,
clientes,campo11,Campo desplegable Otros datos 3,1,,,
clientes,campo12,campo12,1,,,
clientes,campo13,campo13,1,,,
clientes,campo14,campo14,1,,,
clientes,campo15,campo15,1,,,
clientes,campo16,campo16,1,,,
clientes,campo17,campo17,1,,,
clientes,campo18,campo18,1,,,
clientes,campo19,Campo19,1,,,
clientes,campo2,campo2,0,,,
clientes,campo20,campo20,1,,,
clientes,campo21,Deporte,1,,,
clientes,campo22,Altura,1,,,
clientes,campo23,Peso (Kg),1,,,
clientes,campo24,Campo Libre 1,1,,,
clientes,campo3,campo3,0,,,
clientes,campo4,campo4,0,,,
clientes,campo5,campo5,0,,,
clientes,campo6,campo6,0,,,
clientes,campo7,campo7,0,,,
clientes,campo8,campo8,0,,,
clientes,campo9,campo9,0,,,
clientes,campofecha1,campofecha1,0,,fecha,
