id,claveFiltro,nombre,campo,orden,campovisualizacion,etiquetasini,tipofiltro,Visible,consultaindependiente,subClave,modofiltro,consultacombo,combovaloresUsu,disponible
1542,ControlOportunidades,Referencia Prop.,referenciain,30,bVerInmuebles,0,0,False,,,,,,1
1543,ControlOportunidades,Descripción Corta Prop.,snombrecliin,31,bVerInmuebles,0,0,False,,,,,,1
1544,ControlOportunidades,Tipo Prop.,tipoinmueblein,32,bVerInmuebles,0,0,False,,,,,,1
1545,ControlOportunidades,Categoría Prop.,categoriain,33,bVerInmuebles,0,0,False,,,,,,1
1546,ControlOportunidades,Operación Prop.,operacionin,34,bVerInmuebles,0,0,False,,,,,,1
1547,ControlOportunidades,Obra Nueva Prop.,obranuevain,35,bVerInmuebles,0,0,False,,,,,,1
1548,ControlOportunidades,Referencia Catastral Prop.,refcatastralin,36,bVerInmuebles,0,0,False,,,,,,1
1549,ControlOportunidades,Usuario Prop.,usuarioin,37,bVerInmuebles,0,0,False,,,,,,1
1550,ControlOportunidades,Estado Prop.,estadocliin,38,bVerInmuebles,0,0,False,,,,,,1
1551,ControlOportunidades,Código Postal Prop.,codigopostalin,39,bVerInmuebles,0,0,False,,,,,,1
1552,ControlOportunidades,Población Prop.,poblacionin,40,bVerInmuebles,0,0,False,,,,,,1
1553,ControlOportunidades,Provincia Prop.,provinciain,41,bVerInmuebles,0,0,False,,,,,,1
1554,ControlOportunidades,Precio Prop.,precioin,42,bVerInmuebles,0,0,False,,,,,,1
1555,ControlOportunidades,Contacto Prop.,contactoin,43,bVerInmuebles,0,0,False,,,,,,1
1556,ControlOportunidades,Teléfono 1 Contacto Prop.,telefonocontactoin,44,bVerInmuebles,0,0,False,,,,,,1
1557,ControlOportunidades,Móvil Contacto Prop.,movilcontactoin,45,bVerInmuebles,0,0,False,,,,,,1
1558,Diario,Tipo,tipopersoasiento,16,,0,0,True,tipopersoasiento like '%{0}%',,,,,1
1559,ControlClientes,Comunicaciones Comerciales,comComerciales,55,,0,4,False,,,,{$}:int|Todas{=}|Sí{=}1|No{=}0,False,1
1560,Mascotas,Pasaporte,pasaporteMascota,30,,0,0,False,,,,,,1
1561,Mascotas,Núm. Chapa Rabia,numChapaRabia,31,,0,0,False,,,,,,1
1562,ControlRecursosCamas,Estado,estadoCli,8,bvercamas,0,4,True,,,,{$}:string|Todos{=}|Alta{=}Alta|Baja{=}Baja,,1
1563,Inmuebles,Certificado Emisiones,certEmisiones,24,,0,4,False,,,,inmueblesext|certEmisiones,,1
1564,ControlOportunidades,Barrio Prop.,zonain,51,bVerInmuebles,0,0,False,,,,,,1
1565,Inmuebles,EtiqTerceroProp,nomcontacto,0,,1,3,True,icodcli in (select terc.icodcli from [[instancia]advabousu[empresa]].dbo.cliterceros terc join [[instancia]advabousu[empresa]].dbo.clientes cli on terc.icodclitercero = cli.icodcli where cli.snombrecli like '%{0}%'),,,,,1
1566,Inmuebles,EtiqTerceroNIF,nifcontacto,25,,1,3,True,icodcli in (select terc.icodcli from [[instancia]advabousu[empresa]].dbo.cliterceros terc join [[instancia]advabousu[empresa]].dbo.clientes cli on terc.icodclitercero = cli.icodcli where cli.snifcli like '%{0}%'),,,,,1
1567,Inmuebles,EtiqTerceroCorreo,mailcontacto,26,,1,3,True,icodcli in (select terc.icodcli from [[instancia]advabousu[empresa]].dbo.cliterceros terc join [[instancia]advabousu[empresa]].dbo.clientes cli on terc.icodclitercero = cli.icodcli where cli.email like '%{0}%'),,,,,1
1568,ControlTurnos,Nombre,snombrecli,0,,0,0,True,,,,,,1
1569,ControlTurnos,Departamento,departamento,0,,0,0,True,,,,,,1
1570,ControlTurnos,Descripción,descripcion,0,,0,0,True,,,,,,1
1571,ControlTurnos,Disponibilidad,disponibilidad,0,,0,0,True,,,,,,1
1572,ControlTurnos,Tipo,tipoturno,0,,0,0,True,,,,,,1
1573,ControlTurnos,Estado,estado,0,,0,0,True,,,,,,1
1574,frmSeleccionarFicha,Cualquier Criterio,cualquiera,0,,0,3,True,(descripcion like '%{0}%' or expediente like '%{0}%' or srefabogado like '%{0}%' or snumasunto like '%{0}%' or NIG like '%{0}%' or procedimiento like '%{0}%' or snombrecli like '%{0}%' or abocontrario like '%{0}%' or abopropio like '%{0}%' or snombreclicon like '%{0}%' or nomcomcli like '%{0}%'),expedien,,,,1
1575,frmSeleccionarFicha,Número,expediente,1,,0,3,True,,expedien,,,,1
1576,frmSeleccionarFicha,cliPrincipalCli,Cli1.snombrecli,2,,1,3,True,,expedien,,,,1
1577,frmSeleccionarFicha,cliTodosCli,clientes,3,,1,3,True,e.inumexp * CAST(10000 as bigint) + e.iyear IN (SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp    FROM [[instancia]advabousu[empresa]].dbo.exclipro ECP    JOIN [[instancia]advabousu[empresa]].dbo.clientes C ON ECP.icodcli = C.icodcli    WHERE C.tipobd = 0 AND C.snombrecli LIKE '%{0}%'),expedien,,,,1
1578,frmSeleccionarFicha,Ref. Propia,srefabogado,4,,0,3,True,,expedien,,,,1
1579,frmSeleccionarFicha,Ref. Cliente,numref,5,,0,3,True,excli.numreferencia LIKE '%{0}%' ,expedien,,,,1
1580,frmSeleccionarFicha,Descripción,descripcion,6,,0,3,True,,expedien,,,,1
1581,frmSeleccionarFicha,TipExpTitulo,tipoexp.tipoexp,7,,1,3,True,,expedien,,,,1
1582,frmSeleccionarFicha,cliUsuario,Subusu1.nombre,8,,1,3,True,,expedien,,,,1
1583,frmSeleccionarFicha,Contrario,cliecont.snombreclicon,9,bverficcont,0,3,True,,expedien,,,,1
1584,frmSeleccionarFicha,Procurador Propio,Procurad1.snombrepro,10,bverficproc,0,3,True,,expedien,,,,1
1585,frmSeleccionarFicha,Abogado Propio,Abogados1.snombreabo,11,bverficabog,0,3,True,,expedien,,,,1
1586,frmSeleccionarFicha,Abogado Contrario,Abogados2.snombreabo,12,bverficabog,0,3,True,,expedien,,,,1
1587,frmSeleccionarFicha,Procurador Contrario,Procurad2.snombrepro,13,bverficproc,0,3,True,,expedien,,,,1
1588,frmSeleccionarFicha,Núm. Autos,snumasunto,14,bverficjuzga,0,3,True,,expedien,,,,1
1589,frmSeleccionarFicha,NIG,nig,15,bverficjuzga,0,3,True,,expedien,,,,1
1590,frmSeleccionarFicha,Juzgado,juzgado,16,bverficjuzga,0,3,True,,expedien,,,,1
1591,frmSeleccionarFicha,Tipo de Procedimiento,procedi.procedimiento,17,bverficjuzga,0,3,True,,expedien,,,,1
1592,frmSeleccionarFicha,Cualquier Criterio,cualquiera,0,,0,3,True,(clientes.snombrecli like '%{0}%' or clientes.snifcli like '%{0}%' or clientes.email like '%{0}%' or clientes.stelefonocli like '%{0}%' or clientes.smovilcli like '%{0}%' or clientes.telefono2 like '%{0}%' or clientes.telefono3 like '%{0}%'),BBDDGeneral,,,,1
1593,frmSeleccionarFicha,Nombre,clientes.snombrecli,1,,0,3,True,,BBDDGeneral,,,,1
1594,frmSeleccionarFicha,Número,clientesext.numero,2,bvercamponumerico,0,3,True,"convert(varchar,isnull(clientesext.numero,0)) = '{0}'",BBDDGeneral,,,,1
1595,frmSeleccionarFicha,Número,clientes.codigo,2,!bvercamponumerico,0,3,True,,BBDDGeneral,,,,1
1596,frmSeleccionarFicha,Dirección,clientes.sdomiciliocli,3,,0,3,True,,BBDDGeneral,,,,1
1597,frmSeleccionarFicha,Todos los Correos,cualquierCorreo,4,,0,3,True,clientes.icodcli in (select icodcli from diremailcli where email like '%{0}%'),BBDDGeneral,,,,1
1598,frmSeleccionarFicha,CliNif,clientes.snifcli,5,,1,3,True,,BBDDGeneral,,,,1
1599,frmSeleccionarFicha,Población,clientes.spoblacioncli,6,,0,3,True,,BBDDGeneral,,,,1
1600,frmSeleccionarFicha,Provincia,clientes.sprovinciacli,7,,0,3,True,,BBDDGeneral,,,,1
1601,frmSeleccionarFicha,Todos los Teléfonos,cualquierTelefono,8,,0,3,True,(clientes.stelefonocli like '%{0}%' or clientes.smovilcli like '%{0}%' or clientes.telefono2 like '%{0}%' or clientes.telefono3 like '%{0}%'),BBDDGeneral,,,,1
1602,frmSeleccionarFicha,clinombrecomercial,clientes.snombreclicomercial,9,bvernomcomercialcli,1,3,True,,BBDDGeneral,,,,1
1603,frmSeleccionarFicha,TituloMascota,clientes.snombrecli,0,,1,3,True,,Mascota,,,,1
1604,frmSeleccionarFicha,CliTitulo2,cl.snombrecli,1,,1,3,True,,Mascota,,,,1
1605,frmSeleccionarFicha,Número,clientesext.numero,2,bvercamponumerico,0,3,True,"convert(varchar,isnull(clientesext.numero,0)) = '{0}'",Mascota,,,,1
1606,frmSeleccionarFicha,Número,clientes.codigo,2,!bvercamponumerico,0,3,True,,Mascota,,,,1
1607,frmSeleccionarFicha,Todos los Teléfonos,cualquierTelefono,3,,0,3,True,(clientes.stelefonocli like '%{0}%' or clientes.smovilcli like '%{0}%' or clientes.telefono2 like '%{0}%' or clientes.telefono3 like '%{0}%'),Mascota,,,,1
1608,frmSeleccionarFicha,Núm. Habitación,numeroHabitacion,0,,0,3,True,"convert(varchar,isnull(clientesext.recursonumhabitacion,0)) = '{0}'",Recurso,,,,1
1609,frmSeleccionarFicha,Planta,clientesext.recursoplanta,1,,0,3,True,,Recurso,,,,1
1610,frmSeleccionarFicha,Tipo de Habitación,clientesext.recursotipohabitacion,2,,0,3,True,,Recurso,,,,1
1611,frmSeleccionarFicha,Cama,clientesext.snombrecli,3,,0,3,True,,Recurso,,,,1
1612,frmSeleccionarFicha,Tipo de Cama,clientesext.tipofichero,4,,0,3,True,,Recurso,,,,1
1613,frmSeleccionarFicha,CliTitulo2,clientes.snombrecli,0,,1,3,True,,Recurso,,,,1
1614,frmSeleccionarFicha,Número,clientesext.numero,1,bvercamponumerico,0,3,True,"convert(varchar,isnull(clientesext.numero,0)) = '{0}'",Recurso,,,,1
1615,frmSeleccionarFicha,Número,clientes.codigo,1,!bvercamponumerico,0,3,True,,Recurso,,,,1
1616,frmSeleccionarFicha,Referencia,clientes.referencia,0,,0,3,True,,Inmueble,,,,1
1617,frmSeleccionarFicha,Descripción Corta,clientes.sdomiciliocli,1,,0,3,True,,Inmueble,,,,1
1618,frmSeleccionarFicha,Tipo de Propiedad,i.tipo,2,,0,3,True,,Inmueble,,,,1
1619,frmSeleccionarFicha,Operación,clientesext.operacion,3,,0,3,True,,Inmueble,,,,1
1620,frmSeleccionarFicha,Referencia Catastral,i.refCatastral,4,,0,3,True,,Inmueble,,,,1
1621,frmSeleccionarFicha,Dirección,direccion,5,,0,3,True,d.tipovia + ' ' + d.nombrevia + ' ' + cast(d.numero as varchar) like '%{0}%',Inmueble,,,,1
1622,frmSeleccionarFicha,Código Postal,d.codigoPostal,6,,0,3,True,,Inmueble,,,,1
1623,frmSeleccionarFicha,Barrio,clientes.zona,7,,0,3,True,,Inmueble,,,,1
1624,frmSeleccionarFicha,Población,clientes.poblacion,8,,0,3,True,,Inmueble,,,,1
1625,ControlExpedientes,CentrosPlural,centrotodos,18,bvercentros,1,3,False,idexp IN (SELECT CE.inumexp * CAST(10000 as bigint) + CE.iyear as idexp FROM CentrosExpedien CE JOIN centrospredef CP ON CE.idCentro = CP.id WHERE CP.sdescripcion LIKE '%{0}%'),,,,,1
1626,Stock,ExpDescripcionExp,descripcionExp,20,bVerExpedientes,1,0,False,,,,,,1
1627,Stock,Descripción Tarea,descripcionTarea,21,,0,0,False,,,,,,1
1628,Stock,Descripción Compra,descripcionCompra,22,bVerModuloCompra,0,0,False,,,,,,1
1629,Diario,Área Cuenta,areaCuenta,17,bMostrarAreaContabilidad,0,0,True,areaCuenta like '%{0}%',,,,False,1
1630,AtencionCliente,Creado por,creadopor,8,,0,0,False,,,,,,1
1632,AtencionCliente,Todos los teléfonos,climvl|clitfo1|clitfo2|clitfo3,11,,0,0,False,,,,,,1
1637,ControlTratamientos,Tipo Tratamiento,tipoodontograma,4,,0,0,True,,,,,,1
1640,ControlClases,Cliente,snombrecli,1,,0,0,True,,,,,,1
1641,ControlExpedientes,EtiqAbogadoContrario,abogadocontrario,50,bverficabog,1,0,False,,frmSeleccionarFicha,,,,1
1642,ControlExpedientes,EtiqTercerosProp,tercerostodos,50,bVerTerceros,1,3,False,"e.inumexp * CAST(10000 as bigint) + e.iyear IN (SELECT DISTINCT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
			FROM exclipro ECP
			LEFT JOIN clientes C ON C.icodcli = ECP.icodcli
			WHERE C.tipobd = 3 AND C.snombrecli LIKE '%{0}%')",frmSeleccionarFicha,,,,1
1643,ControlClases,CentrosSingular,nombreCentro,50,bvercentros,1,0,False,,,,,,1
1644,ControlExpedientes,CentrosSingular,sdescripcion,100,bvercentros,1,0,False,,frmSeleccionarFicha,,,,1
1652,ControlClientes,func:GetEtiqNombreCliente,snombrecli,10,bMostrarRefServSupGast,1,3,True,"icodcli in (SELECT DISTINCT icodcli 
	FROM servicioscli S
	WHERE
		S.referencia LIKE '%{0}%')",,,,,1
1655,AtencionCliente,EtiqYearExpediente,iyear,11,bVerExpedientes,1,3,False,,,,,,1
1666,FacturasRecibidas,cliUsuario,nombreusuario,7,,1,0,True,,,,,,1
1671,ControlTratamientos,cliUsuario,Usuario,3,,1,0,True,,,,,,1
1672,ControlTratamientos,Tipo Tratamiento,tipoodontograma,4,,0,0,True,,,,,,1
1675,ControlExpedientes,EtiqAbogadoContrario,abogadocontrario,50,bverficabog,1,0,False,,frmSeleccionarFicha,,,,1
1676,ControlExpedientes,EtiqTercerosProp,tercerostodos,50,bVerTerceros,1,3,False,"e.inumexp * CAST(10000 as bigint) + e.iyear IN (SELECT DISTINCT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
			FROM exclipro ECP
			LEFT JOIN clientes C ON C.icodcli = ECP.icodcli
			WHERE C.tipobd = 3 AND C.snombrecli LIKE '%{0}%')",frmSeleccionarFicha,,,,1
1677,ControlClases,CentrosSingular,nombreCentro,50,bvercentros,1,0,False,,,,,,1
1678,ControlExpedientes,CentrosSingular,sdescripcion,100,bvercentros,1,0,False,,frmSeleccionarFicha,,,,1
1684,ControlClientes,Ref. Serv. Contr.,snombrecli,10,bMostrarRefServSupGast,0,3,True,"icodcli in (SELECT DISTINCT icodcli 
	FROM servicioscli S
	WHERE
		S.referencia LIKE '%{0}%')",,,,,1
1685,Diario,Usuario,nombreUsu,6,,0,0,True,,,,,,1
1686,ControlTratamientos,Estado,estadosegodont,8,,0,0,False,,,,,,1
1691,ControlClientes,Cualquier criterio,cualquiera,0,!bvernomcomercialcli,0,3,True,"(snombrecli like '%{0}%' 
					or snifcli like '%{0}%' 
					or smovilcli  like '%{0}%' or stelefonocli like '%{0}%'  or telefono2 like '%{0}%' or telefono3 like '%{0}%'
					or icodcli IN (select icodcli from diremailcli dec where email like '%{0}%'))",,,,,1
1692,ControlClientes,Cualquier criterio,cualquiera,0,bvernomcomercialcli,0,3,True,"(snombrecli like '%{0}%' 
					or snifcli like '%{0}%' 
					or smovilcli  like '%{0}%' or stelefonocli like '%{0}%'  or telefono2 like '%{0}%' or telefono3 like '%{0}%'
					or snombreclicomercial like '%{0}%' 
					or icodcli IN (select icodcli from diremailcli dec where email like '%{0}%'))",,,,,1
1693,ControlTesorerias,Tipo,stipo,7,,0,4,True,,,,tesoreria|tipocuenta,False,1
1694,ControlTesorerias,Forma de Cobro/Pago,formacobropago,8,,0,4,True,,,,formacobro|formacobro,False,1
1695,ControlFacturas,Ref. Factura,reffactu,100,,0,0,True,,Proformas,,,,
1696,ControlFacturas,Ref. Factura,reffactu,101,,0,0,True,,Albaranes,,,,
1697,ControlFacturas,Ref. Factura,reffactu,102,,0,0,True,,Pedidos,,,,
1698,ControlFacturas,Ref. Factura,reffactu,103,,0,0,True,,ControlPresupuestos,,,,
1699,ControlFacturas,Ref. Factura,reffactu,104,,0,0,True,,OrdenTrabajo,,,,
1700,ControlFacturas,Estado Cobro,estado,200,,0,4,True,,Proformas,,{$}:int|Todas{=}|Cobradas{=}1|No Cobradas{=}2|Cobradas Parcialmente{=}3,,
1701,ControlFacturas,Estado Cobro,estado,201,,0,4,True,,Albaranes,,{$}:int|Todas{=}|Cobradas{=}1|No Cobradas{=}2|Cobradas Parcialmente{=}3,,
1702,ControlFacturas,Forma de Cobro,formapago,300,,0,0,True,,Proformas,3,,False,
1703,ControlFacturas,Forma de Cobro,formapago,301,,0,0,True,,Albaranes,3,,False,
1704,Mascotas,Comunicaciones Comerciales,comComerciales,20,,0,4,False,,,,{$}:int|Todas{=}|Sí{=}1|No{=}0,False,
1705,ControlClientes,Nacionalidad,nacionalidad,100,bvernacionalidadotros,0,0,False,,Terceros,,,,
1706,ControlClientes,Nacionalidad,nacionalidad,100,tipoficherocli:8:bvernacionalidadcli,0,0,False,,aseguradoras,,,,
1707,ControlClientes,Nacionalidad,nacionalidad,100,tipoficherocli:5:bvernacionalidadcli,0,0,False,,ControlAlumnos,,,,
1708,ControlClientes,Nacionalidad,nacionalidad,100,tipoficherocli:11:bvernacionalidadcli,0,0,False,,ControlFinanciadores,,,,
1709,ControlClientes,Nacionalidad,nacionalidad,100,tipoficherocli:4:bvernacionalidadcli,0,0,False,,ControlPacientes,,,,
1710,ControlClientes,Nacionalidad,nacionalidad,100,bvernacionalidadtrab,0,0,False,,ControlTrabajadores,,,,
1711,ControlClientes,Nacionalidad,nacionalidad,100,tipoficherocli:7:bvernacionalidadcli,0,0,False,,Tutores,,,,
1712,ControlClientes,Nacionalidad,nacionalidad,100,tipoficherocli:10:bvernacionalidadcli,0,0,False,,Voluntarios,,,,
1713,ControlClientes,Todos los teléfonos,smovilcli|stelefonocli|telefono2|telefono3,4,!bVerDatosCliAFacturar_Alumno,0,0,True,,ControlAlumnos,,,False,
1714,ControlClientes,Dirección,sdomiciliocli,15,!bVerDatosCliAFacturar_Alumno,0,0,False,,ControlAlumnos,,,False,
1715,ControlClientes,Población,spoblacioncli,8,!bVerDatosCliAFacturar_Alumno,0,0,True,,ControlAlumnos,,,False,
1716,ControlClientes,Provincia,sprovinciacli,10,!bVerDatosCliAFacturar_Alumno,0,0,True,,ControlAlumnos,,,False,
1717,ControlClientes,Código Postal,scodpostalcli,14,!bVerDatosCliAFacturar_Alumno,0,0,True,,ControlAlumnos,,,False,
1718,ControlClientes,País,snombrepais,9,!bVerDatosCliAFacturar_Alumno,0,0,True,,ControlAlumnos,,,False,
1719,ControlClientes,Teléfono,stelefonocli,22,!bVerDatosCliAFacturar_Alumno,0,0,False,,ControlAlumnos,,,False,
1720,ControlClientes,Teléfono 2,telefono2,23,!bVerDatosCliAFacturar_Alumno,0,0,False,,ControlAlumnos,,,False,
1721,ControlClientes,Teléfono 3,telefono3,24,!bVerDatosCliAFacturar_Alumno,0,0,False,,ControlAlumnos,,,False,
1722,ControlClientes,Fax,sfaxcli,17,!bVerDatosCliAFacturar_Alumno,1,0,False,,ControlAlumnos,,,False,
1723,ControlClientes,Móvil,smovilcli,11,!bVerDatosCliAFacturar_Alumno,0,0,True,,ControlAlumnos,,,False,
1724,ComunicacionesCorporativas,Nombre,snombrecli,1,,0,0,True,,,,,,
1725,ComunicacionesCorporativas,Método de Envío,tipoenvioextra,3,,0,4,True,,,,{$}:string|Todas{=}|Correo{=}correo|WhatsApp{=}whatsapp|Sign de Correo{=}signcorreo|Sign de Whatsapp{=}signwhatsapp,,
1726,ComunicacionesCorporativas,Creado Por,Operador,4,,0,0,False,,,,,,
1727,ComunicacionesCorporativas,Enviado por,OperadorEnvio,4,,0,0,False,,,,,,
1729,ComunicacionesCorporativas,Gestión Rzda,gestionRealizada,6,,0,4,False,,,,{$}:int|Todas{=}|Realizadas{=}True|Pendientes{=}False,,
1730,ControlFacturas,Centros,sdescripcion,30,bvercentros,0,3,True,"icodcli in (SELECT DISTINCT icodcli 
	FROM CentrosClientes C INNER JOIN centrospredef CP ON C.idCentro = CP.id
	WHERE CP.sdescripcion LIKE '%{0}%')",ControlPresupuestos,,,,
1731,ArticulosPredef,Referencia,referencia,12,,0,0,False,,,,,,
1732,ComunicacionesCorporativas,Asunto,asunto,2,,0,0,True,,,,,,
1733,ControlTratamientos,Número Bono,numbono,9,,0,1,True,,,,,,1
1734,ControlTratamientos,Descripción Bono,descripcionbono,10,,0,0,True,,,,,,1
1735,ControlClientes,LOPD,estadoLOPD,200,bVerCampoLOPD,0,4,True,,ControlClientes,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1736,ControlClientes,LOPD,estadoLOPD,200,bVerCampoLOPD,0,4,False,,ControlTrabajadores,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1737,ControlClientes,LOPD,estadoLOPD,200,,0,4,False,,ControlPotenciales,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1738,ControlClientes,LOPD,estadoLOPD,200,,0,4,False,,Terceros,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1739,ControlClientes,LOPD,estadoLOPD,200,bVerCampoLOPD,0,4,False,,ControlPacientes,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1740,ControlClientes,LOPD,estadoLOPD,200,bVerCampoLOPD,0,4,False,,ControlAlumnos,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1741,ControlClientes,LOPD,estadoLOPD,200,,0,4,False,,ControlCompañias,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1742,ControlClientes,LOPD,estadoLOPD,200,bVerCampoLOPD,0,4,False,,Tutores,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1743,ControlClientes,LOPD,estadoLOPD,200,,0,4,False,,aseguradoras,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1744,ControlClientes,LOPD,estadoLOPD,200,,0,4,False,,ControlProveedores,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1745,ControlClientes,LOPD,estadoLOPD,200,,0,4,False,,Voluntarios,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1746,ControlClientes,LOPD,estadoLOPD,200,bVerCampoLOPD,0,4,False,,ControlFinanciadores,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1747,Mascotas,LOPD,estadoLOPD,200,,0,4,False,,,,{$}:int|Todas{=}|Firmada{=}1|Pendiente{=}0,,1
1749,Diario,Área,area,18,bMostrarAreaContabilidad,0,0,True,area like '%{0}%',,,,False,
1750,Cuentas,Centros,centrotodos,8,bvercentros,1,3,True,idclave IN (SELECT CE.inumexp * CAST(10000 as bigint) + CE.iyear as idclave FROM CentrosExpedien CE JOIN centrospredef CP ON CE.idCentro = CP.id WHERE CP.sdescripcion LIKE '%{0}%' union SELECT (-1)*icodcli as idclave  FROM CentrosClientes CC JOIN centrospredef CP ON CC.idCentro = CP.id WHERE CP.sdescripcion LIKE '%{0}%'),,,,,
1751,ControlOportunidades,campo18,campo18,20,bvercampobd2opor,2,0,True,,,,,False,1
1752,ControlFacturas,Tipo Impositivo,tipoImpositivo,32,,0,4,True,,,,"{$}:string|Todos{=}|IVA{=}Impuesto sobre el Valor Añadido (IVA)|IGIC{=}Impuesto General Indirecto Canario (IGIC)|IPSI{=}Impuesto sobre la Producción, los Servicios y la Importación (IPSI) de Ceuta y Melilla",,
1753,ControlDeCorreos,Nombre,snombrecli,1,,0,0,True,,,,,,1
1754,ControlDeCorreos,De,remitente,5,,0,0,True,,,,,,1
1755,ControlDeCorreos,Asunto,asunto,5,,0,0,True,,,,,,1
1756,ControlDeCorreos,Para,para,5,,0,0,True,,,,,,1
1757,ControlDeCorreos,Gestión Rzda,gestionRealizada,6,,0,4,True,,,,{$}:int|Todas{=}|Realizadas{=}1|Pendientes{=}0,,1
1758,ControlDeCorreos,Forma de Envío,formaEnvio,6,,0,4,True,,,,{$}:string|Todos{=}|Manual{=}Manual|Automático{=}Automático,,1
1759,ControlDeCorreos,Envío,envio,6,,0,4,True,,,,{$}:string|Todas{=}|Individual{=}Individual|Masivo{=}Masivo,,1
1760,ControlAdjuntosBuscadorDocumentosDocSign,Fecha Caducidad,fechaCaducidad,3,,0,8,True,,,,,,1
1761,frmSeleccionarFicha,EtiqRefExpediente,srefcliente,18,bverrefcliente,1,3,True,,expedien,,,False,1
1762,ControlFacturas,Sistema de Emisión de Facturas,isistemaemision,33,False,0,4,True,,,,{$}:int|Todas{=}|Ninguno{=}0|TicketBai{=}1|Veri*Factu{=}2,,
1763,ControlExpedientes,Todos los teléfonos,movil|telefono1|telefono2|telefono3,400,,0,3,False,"idexp IN (SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp   
	FROM [[instancia]advabousu[empresa]].dbo.exclipro ECP   JOIN [[instancia]advabousu[empresa]].dbo.clientes C ON ECP.icodcli = C.icodcli   
	WHERE C.tipobd = 0 AND (C.stelefonocli LIKE '%{0}%' or c.smovilcli LIKE '%{0}%' or c.telefono2 LIKE '%{0}%' or c.telefono3 LIKE '%{0}%'))",,,,,1
1764,ControlClientes,Municipio,municipio,66,,0,0,False,,ControlClientes,,,,1
1765,FacturasRecibidas,Ref. Abonada,refAbonada,12,,0,0,False,,,,,False,1
