id,idgrupo,nombre,texto,campo,campoVisualizacion,tipoFormato,filtroWhere,crearFormula,idtipogestor,codusu,calculado,expresion,visiblePanel,visibleForm,controlPadre,ordenPanel,ordenForm,orden,expresionUnBound,caseSql,kpi,filtro1,filtro2,ocultarIndicador,campoaux
981,,Bajas,% Bajas,,,4,,0,35,,1,([Nº Bajas] / [Núm. Proveedores]) * 100,1,0,,,2,-981,"Iif( [BoundNúm. Proveedores] == 0, 0,    ToDecimal([BoundNº Bajas])/[BoundNúm. Proveedores])",,False,,,0,
982,,Bajas,% Bajas,,,4,,0,41,,1,([Nº Bajas] / [Núm. Trabajadores]) * 100,1,0,,,2,-982,"Iif( [BoundNúm. Trabajadores] == 0, 0,    ToDecimal([BoundNº Bajas])/[BoundNúm. Trabajadores])",,False,,,0,
983,87,Tiempo Total,Tiempo Total,,,1,sactuacion LIKE 'Jornada Laboral' OR sactuacion LIKE 'Descanso',0,40,,0,sum(tiempo),1,0,,,4,3,,case when sactuacion like 'Jornada Laboral' OR act.sactuacion like 'Descanso' then act.tiempo else 0 end,False,,,0,
984,88,Tiempo Total,Tiempo Total,,,1,sactuacion LIKE 'Jornada Laboral' OR sactuacion LIKE 'Descanso',0,40,,0,sum(tiempo),1,0,,,4,2,,case when sactuacion like 'Jornada Laboral' OR sactuacion like 'Descanso' then tiempo else 0 end,False,,,0,
985,98,Tiempo Total,Tiempo Total,,,1,sactuacion LIKE 'Jornada Laboral' OR sactuacion LIKE 'Descanso',0,40,,0,sum(tiempo),1,0,,,4,,,case when sactuacion like 'Jornada Laboral' OR sactuacion like 'Descanso' then tiempo else 0 end,False,,,0,
987,1,Importe Factura R,Importe Factura R,importeFactura,bVerFacturacion[AND]bVerTimeReport,3,,0,1,,0,,0,1,,,,-987,,,True,,,0,
988,1,% imputado,% imputado,porcentajeImputado,bVerFacturacion[AND]bVerTimeReport,0,,0,1,,0,,0,1,,,,-988,,,True,,,0,
989,1,Subvencionado,Subvencionado,subvencionado,bVerFacturacion[AND]bVerTimeReport[AND]bverFRsubvencionimputargastos,0,,0,1,,0,,0,1,,,,-989,,,True,,,0,
990,1,Imp. Subvencionado,Imp. Subvencionado,importeSubvencionado,bVerFacturacion[AND]bVerTimeReport[AND]bverFRsubvencionimputargastos,3,,0,1,,0,,0,1,,,,-990,,,True,,,0,
991,64,totSalPrevias1,Saldo Tot. Previas 1,totSalPrevias1,bverprevias1[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totSalPrevias1),0,0,,,,-991,,ER.totSalPrevias1,False,,,0,
992,64,totSalPrevias2,Saldo Tot. Previas 2,totSalPrevias2,bverprevias2[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totSalPrevias2),0,0,,,,-992,,ER.totSalPrevias2,False,,,0,
993,64,totSalPrevias3,Saldo Tot. Previas 3,totSalPrevias3,bverprevias3[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totSalPrevias3),0,0,,,,-993,,ER.totSalPrevias3,False,,,0,
994,64,totalEntradasPrevias1,Entradas Previas 1,totalEntradasPrevias1,bverprevias1[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalEntradasPrevias1),0,0,,,,-994,,ER.totalEntradasPrevias1,False,,,0,
995,64,totalEntradasPrevias2,Entradas Previas 2,totalEntradasPrevias2,bverprevias2[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalEntradasPrevias2),0,0,,,,-995,,ER.totalEntradasPrevias2,False,,,0,
996,64,totalEntradasPrevias3,Entradas Previas 3,totalEntradasPrevias3,bverprevias3[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalEntradasPrevias1),0,0,,,,-996,,ER.totalEntradasPrevias3,False,,,0,
997,64,totalSalidasPrevias1,Salidas Previas 1,totalSalidasPrevias1,bverprevias1[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalSalidasPrevias1),0,0,,,,-997,,ER.totalSalidasPrevias1,False,,,0,
998,64,totalSalidasPrevias2,Salidas Previas 2,totalSalidasPrevias2,bverprevias2[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalSalidasPrevias2),0,0,,,,-998,,ER.totalSalidasPrevias2,False,,,0,
999,64,totalSalidasPrevias3,Salidas Previas 3,totalSalidasPrevias3,bverprevias3[AND]!bOcultarIndicadoresEconom,3,,0,32,,0,Sum(totalSalidasPrevias1),0,0,,,,-999,,ER.totalSalidasPrevias3,False,,,0,
1000,,Núm. Cobros,Núm. Cobros,,,2,,0,62,,0,COUNT(id),1,0,Resumen,0,0,,,1,False,,,0,
1001,,Importe Total,Importe Total,,,3,,0,62,,0,sum(fimporte),1,0,Resumen,0,0,,,fimporte,False,,,0,
1002,,Importe Cobrado,Importe Cobrado,,,3,cobrado = 1,0,62,,0,sum(fimporte),1,0,Resumen,0,0,,,case when cobrado = 1 then fimporte else 0 end,False,,,0,
1003,,Importe Pendiente,Importe Pendiente,,,3,cobrado = 0,0,62,,0,sum(fimporte),1,0,Resumen,0,0,,,case when cobrado = 0 then fimporte else 0 end,False,,,0,
1004,64,Ingresos Reales,Ingresos Reales (TR),,bVerTimeReport,8,,0,32,,0,sum(ER.ingresosReales),0,0,,,10,-1004,,ER.ingresosReales,False,,,0,
1005,64,Tiempo real,Tiempo real,,bVerTimeReport,1,,0,32,,0,sum(ER.tiempoReal),0,0,,,10,-1005,,ER.tiempoReal,False,,,0,
1006,64,Coste tiempo real,Coste tiempo real (TR),,bVerTimeReport,8,,0,32,,0,sum(ER.costeTiempoReal),0,0,,,10,-1006,,ER.costeTiempoReal,False,,,0,
1007,64,Otros gastos real,Otros gastos real (TR),,bVerTimeReport,8,,0,32,,0,sum(ER.otrosGastosReal),0,0,,,10,-1007,,ER.otrosGastosReal,False,,,0,
1008,64,% Margen real,% Margen real (TR),,bVerTimeReport,4,,0,32,,0,"sum(case when ISNULL(ER.ingresosReales,0) = 0 then 0 else ((ER.ingresosReales - ISNULL(ER.TRcosteReal,0))/ER.ingresosReales) end)",0,0,,,10,-1008,,"case when ISNULL(ER.ingresosReales,0) = 0 then 0 else ((ER.ingresosReales - ISNULL(ER.TRcosteReal,0))/ER.ingresosReales) end",False,,,0,
1009,64,Ingresos previstos (presupuesto),Ingresos Previstos (TR),,bVerTimeReport,3,,0,32,,0,sum(ER.ingresosPrevistos),0,0,,,10,-1009,,ER.ingresosPrevistos,False,,,0,
1010,64,Coste tiempo previsto,Coste tiempo previsto (TR),,bVerTimeReport,8,,0,32,,0,sum(ER.costeTiempoPrevisto),0,0,,,10,-1010,,ER.costeTiempoPrevisto,False,,,0,
1011,64,Coste previsto,Coste previsto (TR),,bVerTimeReport,8,,0,32,,0,"sum(isnull(ER.costeTiempoPrevisto,0)+isnull(ER.otrosGastosPrevistos,0))",0,0,,,10,-1011,,"isnull(ER.costeTiempoPrevisto,0)+isnull(ER.otrosGastosPrevistos,0)",False,,,0,
1012,64,Otros gastos previstos,Otros gastos previstos (TR),,bVerTimeReport,8,,0,32,,0,sum(ER.otrosGastosPrevistos),0,0,,,10,-1012,,ER.otrosGastosPrevistos,False,,,0,
1013,64,% Margen previsto,% Margen previsto (TR),,bVerTimeReport,4,,0,32,,0,"sum(case when ISNULL(ER.ingresosPrevistos,0) = 0 then 0 else ((ER.ingresosPrevistos - (isnull(ER.costeTiempoPrevisto,0)+isnull(ER.otrosGastosPrevistos,0)))/ER.ingresosPrevistos) end)",0,0,,,10,-1013,,"case when ISNULL(ER.ingresosPrevistos,0) = 0 then 0 else ((ER.ingresosPrevistos - (isnull(ER.costeTiempoPrevisto,0)+isnull(ER.otrosGastosPrevistos,0)))/ER.ingresosPrevistos) end",False,,,0,
1014,64,Desviación coste tiempo,Desviación coste tiempo (TR),,bVerTimeReport,8,,0,32,,0,"sum(round(isnull(ER.costeTiempoReal,0)-isnull(ER.costeTiempoPrevisto,0),2))",0,0,,,10,-1014,,"round(isnull(ER.costeTiempoReal,0)-isnull(ER.costeTiempoPrevisto,0),2)",False,,,0,
1015,64,Desviación otros gastos,Desviación otros gastos (TR),,bVerTimeReport,8,,0,32,,0,"sum(round(isnull(ER.otrosGastosReal,0)-isnull(ER.otrosGastosPrevistos,0),2))",0,0,,,10,-1015,,"round(isnull(ER.otrosGastosReal,0)-isnull(ER.otrosGastosPrevistos,0),2)",False,,,0,
1016,,Descuento,Descuento,totaldctoeuro,,3,,0,49,,0,sum(totaldctoeuro),1,0,,,2,3,,,False,,,0,
1017,,Base Imponible,Base Imponible,,,3,,0,49,,0,SUM([Base Imponible]),1,0,,,3,4,,"(Select sum(bi) from(select round(SUM(isnull(linecontagastos.baseimponible,0) - round(isnull(linecontagastos.totaldctoeuro,0),2)),2) as bi
from linecontagastos 
where linecontagastos.id = cg.id
group by linecontagastos.ctaiva, linecontagastos.modelosIVA, linecontagastos.ctagasto 
)tbi)",False,,,0,
1018,,Total Provisiones,Total Provisiones,prevision,,3,stipo = 'provision',0,63,,0,sum(total),1,1,,,,4,,,False,,,0,
1019,,Total Cobros,Total Cobros,cobros,,3,stipo = 'cobro',0,63,,0,sum(total),1,1,,,,2,,,False,,,0,
1020,,Total Suplidos,Total Suplidos,suplidos,,3,stipo = 'suplido',0,63,,0,sum(total),1,1,,,,6,,,False,,,0,
1021,,Total Pagos,Total Pagos,pagos,,3,stipo = 'pago',0,63,,0,sum(total),1,1,,,,5,,,False,,,0,
1022,,Total,Total,,,3,,0,63,,1,[Total Provisiones] + [Total Cobros] - [Total Suplidos] - [Total Pagos] + [Total Servicios],1,1,,,,1,[BoundTotal Provisiones] + [BoundTotal Cobros] - [BoundTotal Suplidos] - [BoundTotal Pagos] + [BoundTotal Servicios],,False,,,0,
1023,,Descuento,Descuento,totaldctoeuro,,3,,0,60,,0,SUM(totaldctoeuro),1,1,,2,2,3,,,False,,,0,
1024,,Importe,Importe,baseimp,,3,,0,60,,0,SUM(baseimp),1,1,,1,1,2,,,False,,,0,
1030,,Importe Facturado,Importe Facturado,,,3,facturado = 'S',0,62,,0,sum(fimporte),1,0,Resumen,0,0,,,case when facturado = 'S' then fimporte else 0 end,False,,,0,
1031,106,totalStock,Stock,stockr,bMostarStock,0,,0,55,,0,sum(stockr),1,0,,,,,,,False,,,0,
1032,,Total Mascotas,Total Mascotas,,,2,,0,64,,0,count(icodcli),1,0,,,,,,1,False,,,0,
1034,106,precioCoste,Precio Coste,preciocoste,,3,,0,55,,0,sum(preciocoste),0,0,,,,,,,False,,,0,
1035,106,margen,Margen,margen,,3,,0,55,,0,sum(margen),0,0,,,,,,,False,,,0,
1036,106,precioSinIva,Precio Venta (sin iva),preciovensi,,3,,0,55,,0,sum(preciovensi),0,0,,,,,,,False,,,0,
1037,106,precioConIva,PVP,precioveni,,3,,0,55,,0,sum(precioveni),0,0,,,,,,,False,,,0,
1038,106,stockminimo,Stock Mínimo,stockm,bMostarStock,0,,0,55,,0,sum(stockm),0,0,,,,,,,False,,,0,
1039,106,udsEntradas,Uds. Entradas,udsentradas,,0,,0,55,,0,sum(udsentradas),0,0,,,,,,,False,,,0,
1040,106,udsSalidas,Uds. Salidas,udssalidas,,0,,0,55,,0,sum(udssalidas),0,0,,,,,,,False,,,0,
1041,62,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,31,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1041,,CR.numTareasAbiertas,False,,,0,
1042,62,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,31,,0,Sum(CR.numTareasCerradas),0,0,,,,-1042,,CR.numTareasCerradas,False,,,0,
1043,62,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,31,,0,Sum(CR.numTareasTotales),0,0,,,,-1043,,CR.numTareasTotales,False,,,0,
1044,63,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,30,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1044,,CR.numTareasAbiertas,False,,,0,
1045,63,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,30,,0,Sum(CR.numTareasCerradas),0,0,,,,-1045,,CR.numTareasCerradas,False,,,0,
1046,63,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,30,,0,Sum(CR.numTareasTotales),0,0,,,,-1046,,CR.numTareasTotales,False,,,0,
1047,78,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,42,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1047,,CR.numTareasAbiertas,False,,,0,
1048,78,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,42,,0,Sum(CR.numTareasCerradas),0,0,,,,-1048,,CR.numTareasCerradas,False,,,0,
1049,78,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,42,,0,Sum(CR.numTareasTotales),0,0,,,,-1049,,CR.numTareasTotales,False,,,0,
1050,71,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,38,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1050,,CR.numTareasAbiertas,False,,,0,
1051,71,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,38,,0,Sum(CR.numTareasCerradas),0,0,,,,-1051,,CR.numTareasCerradas,False,,,0,
1052,71,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,38,,0,Sum(CR.numTareasTotales),0,0,,,,-1052,,CR.numTareasTotales,False,,,0,
1053,72,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,39,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1053,,CR.numTareasAbiertas,False,,,0,
1054,72,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,39,,0,Sum(CR.numTareasCerradas),0,0,,,,-1054,,CR.numTareasCerradas,False,,,0,
1055,72,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,39,,0,Sum(CR.numTareasTotales),0,0,,,,-1055,,CR.numTareasTotales,False,,,0,
1056,80,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,44,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1056,,CR.numTareasAbiertas,False,,,0,
1057,80,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,44,,0,Sum(CR.numTareasCerradas),0,0,,,,-1057,,CR.numTareasCerradas,False,,,0,
1058,80,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,44,,0,Sum(CR.numTareasTotales),0,0,,,,-1058,,CR.numTareasTotales,False,,,0,
1059,83,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,47,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1059,,CR.numTareasAbiertas,False,,,0,
1060,83,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,47,,0,Sum(CR.numTareasCerradas),0,0,,,,-1060,,CR.numTareasCerradas,False,,,0,
1061,83,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,47,,0,Sum(CR.numTareasTotales),0,0,,,,-1061,,CR.numTareasTotales,False,,,0,
1062,79,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,43,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1062,,CR.numTareasAbiertas,False,,,0,
1063,79,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,43,,0,Sum(CR.numTareasCerradas),0,0,,,,-1063,,CR.numTareasCerradas,False,,,0,
1064,79,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,43,,0,Sum(CR.numTareasTotales),0,0,,,,-1064,,CR.numTareasTotales,False,,,0,
1065,81,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,45,,0,Sum(CR.numTareasAbiertas),0,0,,,,-1065,,CR.numTareasAbiertas,False,,,0,
1066,81,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,45,,0,Sum(CR.numTareasCerradas),0,0,,,,-1066,,CR.numTareasCerradas,False,,,0,
1067,81,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,45,,0,Sum(CR.numTareasTotales),0,0,,,,-1067,,CR.numTareasTotales,False,,,0,
1068,82,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,46,,0,Sum(numTareasAbiertas),0,0,,,,-1068,,numTareasAbiertas,False,,,0,
1069,82,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,46,,0,Sum(numTareasCerradas),0,0,,,,-1069,,numTareasCerradas,False,,,0,
1070,82,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,46,,0,Sum(numTareasTotales),0,0,,,,-1070,,numTareasTotales,False,,,0,
1071,64,numTareasAbiertas,Tareas Abiertas,numTareasAbiertas,bVerAtencionCliente,2,,0,32,,0,Sum(ER.numTareasAbiertas),0,0,,,,-1071,,ER.numTareasAbiertas,False,,,0,
1072,64,numTareasCerradas,Tareas Cerradas,numTareasCerradas,bVerAtencionCliente,2,,0,32,,0,Sum(ER.numTareasCerradas),0,0,,,,-1072,,ER.numTareasCerradas,False,,,0,
1073,64,numTareasTotales,Tareas Totales,numTareasTotales,bVerAtencionCliente,2,,0,32,,0,Sum(ER.numTareasTotales),0,0,,,,-1073,,ER.numTareasTotales,False,,,0,
1074,,Número,Número,,,2,,0,65,,0,count(linea),1,0,,,,,,1,False,,,0,
1076,86,Importe,Importe,,bMostrarConceptosEnTareas,3,,0,50,,0,sum(importecierre),0,0,,,61,61,,importecierre,True,,,0,
1077,85,Núm. Facturas,Núm. Facturas,,,2,,0,49,,0,count(id),1,1,,,0,1,,1,False,,,0,
1078,120,TiempoTotal,Tiempo,,,1,,0,69,,0,sum(tiempo),1,1,Resumen,,2,,,act.tiempo,False,,,0,
1079,121,numPIA,Número,,,2,,0,67,,0,count(linea),1,1,,0,0,,,1,False,,,0,
1080,121,piaAbiertos,PIAs Abiertos,,,2,estado like 'Abierto',0,67,,0,count(linea),1,1,,1,1,,,case when oporcli.estado like 'Abierto' then 1 else 0 end,False,,,0,
1081,121,piaCerrados,PIAs Cerrados,,,2,estado like 'Cerrado',0,67,,0,count(linea),1,1,,2,2,,,case when oporcli.estado like 'Cerrado' then 1 else 0 end,False,,,0,
1082,121,Porcentaje Abiertas,% Abiertos,,,4,,0,67,,1,([piaAbiertos] / [numPIA])*100,0,1,,,3,,"Iif( [BoundnumPIA] == 0, 0,    ToDecimal( [BoundpiaAbiertos])/[BoundnumPIA] )",,False,,,0,
1083,121,Porcentaje Cerrados,% Cerrados,,,4,,0,67,,1,([piaCerrados] / [numPIA])*100,0,1,,,3,,"Iif( [BoundnumPIA] == 0, 0,    ToDecimal( [BoundpiaCerrados])/[BoundnumPIA] )",,False,,,0,
1084,,Número,Número,,,0,,0,66,,0,COUNT(id),1,0,,,0,,,1,False,,,0,
1085,,Puntuación Respuesta,Puntuación Respuesta,,,0,,0,66,,0,SUM(puntuacionRespuesta),0,0,,,1,,,EPR.puntuacion,False,,,0,
1086,,Número,Número,,,0,,0,68,,0,COUNT(idEscala),1,0,,,0,,,1,False,,,0,
1087,73,Numerofacturables,Número Facturables,,bveractuetiquetafacturable,2,(facturable is not null and facturable > 0 and (facturado is null or facturado < 1)),0,40,,0,count(linea),1,0,,,,-1087,,case when act.facturable is not null and act.facturable > 0 and (act.facturado is null or act.facturado < 1) then 1 else 0 end,False,,,0,
1088,76,Numerofacturables,Número Facturables,,bveractuetiquetafacturable,2,(facturable is not null and facturable > 0 and (facturado is null or facturado < 1)),0,40,,0,count(linea),1,0,,,,,,case when act.facturable is not null and act.facturable > 0 and (act.facturado is null or act.facturado < 1) then 1 else 0 end,False,,,0,
1089,73,NumeroNofacturables,Número No Facturables,,bveractuetiquetafacturable,2,(facturable is null or facturable < 1),0,40,,0,count(linea),1,0,,,,-1089,,case when act.facturable is null or act.facturable < 1 then 1 else 0 end,False,,,0,
1090,76,NumeroNofacturables,Número No Facturables,,bveractuetiquetafacturable,2,(facturable is null or facturable < 1),0,40,,0,count(linea),1,0,,,,,,case when act.facturable is null or act.facturable < 1 then 1 else 0 end,False,,,0,
1091,73,TiempoRealizadoFacturables,Tiempo Realizado Facturables,tiemposinfacturar,bveractuetiquetafacturable,1,(facturable is not null and facturable > 0 and (facturado is null or facturado < 1)),0,40,,0,sum(tiemposinfacturar),1,0,,,,-1091,,,False,,,0,
1092,73,TiempoRealizadoNoFacturables,Tiempo Realizado No Facturables,tiemponofacturable,bveractuetiquetafacturable,1,(facturable is null or facturable < 1),0,40,,0,sum(tiemponofacturable),1,0,,,,-1092,,,False,,,0,
1093,73,CosteTiempoRealFacturables,Coste Tiempo Real Facturables,CosteTiempoRealFacturables,bveractuetiquetafacturable,3,(facturable is not null and facturable > 0 and (facturado is null or facturado < 1)),0,40,,0,sum(CosteTiempoRealFacturables),1,0,,,,-1093,,case when act.facturable is not null and act.facturable > 0 and (act.facturado is null or act.facturado < 1) then act.preciocoste else 0 end,False,,,0,
1094,76,CosteFacturables,Coste Facturables,,bveractuetiquetafacturable,3,(facturable is not null and facturable > 0 and (facturado is null or facturado < 1)),0,40,,0,sum(CosteFacturables),1,0,,,,,,case when act.facturable is not null and act.facturable > 0 and (act.facturado is null or act.facturado < 1) then act.preciocoste else 0 end,False,,,0,
1095,73,CosteTiempoRealNoFacturables,Coste Tiempo Real No Facturables,CosteTiempoRealNoFacturables,bveractuetiquetafacturable,3,(facturable is null or facturable < 1),0,40,,0,sum(CosteTiempoRealNoFacturables),1,0,,,,-1095,,case when act.facturable is null or act.facturable < 1 then act.preciocoste else 0 end,False,,,0,
1096,76,CosteNoFacturables,Coste No Facturables,,bveractuetiquetafacturable,3,(facturable is null or facturable < 1),0,40,,0,sum(CosteNoFacturables),1,0,,,,,,case when act.facturable is null or act.facturable < 1 then act.preciocoste else 0 end,False,,,0,
1097,87,HorasPrevistas,Horas Previstas,,,1,,0,40,,0,sum([HorasPrevistas]),1,0,,,5,2,,"case when (act.horaentrada is not null) and act.id=(select min(sg.id) from segcli sg where sg.icodcli=act.icodcli and sg.dfechaact = act.dfechaact and sg.horaentrada is not null and sg.tipo = 'control horario') 
then
  case when (select sum(datediff(s, cast(turnos.horaini as datetime), 
   cast(turnos.horafin as datetime))) from [[instancia]advabousu[empresa]].dbo.turnos where turnos.icodcli = act.icodcli and turnos.fecha=act.dfechaact) >= datediff(s, cast(horaentrada as datetime), cast(horasalida as datetime))
   then
  (select sum(isnull(tiempo,0)) from [[instancia]advabousu[empresa]].dbo.turnos where turnos.icodcli = act.icodcli and turnos.fecha=act.dfechaact)
   else
  datediff(s, cast(horaentrada as datetime), cast(horasalida as datetime))
   end

else 0  end",False,,,0,
1098,87,HorasExcesoDefecto,Horas Exceso/Defecto,,,1,,0,40,,0,sum([Tiempo Jornada Laboral]) - sum([HorasPrevistas]),1,0,,,6,6,[BoundTiempo Jornada Laboral] - [BoundHorasPrevistas],,False,,,0,
1099,88,HorasPrevistas,Horas Previstas,horasprevistas,,1,,0,40,,0,sum([HorasPrevistas]),1,0,,,5,1,,,False,,,0,
1100,88,HorasExcesoDefecto,Horas Exceso/Defecto,,,1,,0,40,,0,sum([Tiempo Jornada Laboral]) - sum([HorasPrevistas]),1,0,,,6,5,"Iif( [BoundHorasPrevistas] == 0, -1,  [BoundTiempo Jornada Laboral] - [BoundHorasPrevistas] )",,False,,,0,
1101,98,HorasPrevistas,Horas Previstas,horasprevistas,,1,,0,40,,0,sum([HorasPrevistas]),1,0,,,5,,,,False,,,0,
1102,98,HorasExcesoDefecto,Horas Exceso/Defecto,,,1,,0,40,,0,sum([Tiempo Jornada Laboral]) - sum([HorasPrevistas]),1,0,,,6,,"Iif( [BoundHorasPrevistas] == 0, -1,  [BoundTiempo Jornada Laboral] - [BoundHorasPrevistas] )",,False,,,0,
1103,62,Tiempo Rentabilidad,Tiempo Rentabilidad,,bVerTimeReport,1,,0,31,,0,sum(cr.tiemporealcli),0,0,,,10,-1103,,cr.tiemporealcli,False,,,0,
1104,62,Coste Tiempo Rentabilidad,Coste Tiempo Rentabilidad,,bVerTimeReport,8,,0,31,,0,sum(cr.costetiemporealcli),0,0,,,10,-1104,,cr.costetiemporealcli,False,,,0,
1105,62,Otros Gastos Rentabilidad,Otros Gastos Rentabilidad,,bVerTimeReport,8,,0,31,,0,sum(cr.otrosgastosrealcli),0,0,,,10,-1105,,cr.otrosgastosrealcli,False,,,0,
1106,62,Coste Rentabilidad,Costes Rentabilidad,,bVerTimeReport,8,,0,31,,0,sum(cr.costerealcli),0,0,,,10,-1106,,cr.costerealcli,False,,,0,
1107,62,Margen Rentabilidad,Margen Rentabilidad,,bVerTimeReport,8,,0,31,,0,sum(cr.margenrealcli),0,0,,,10,-1107,,cr.margenrealcli,False,,,0,
1108,62,% Margen Rentabilidad,% Margen Rentabilidad,,bVerTimeReport,4,,0,31,,0,sum(cr.margenxporcientorealcli),0,0,,,10,-1108,,cr.margenxporcientorealcli/100,False,,,0,
1109,,numTrabajos,Núm. Trabajos,,,0,,0,71,,0,COUNT(id),1,0,,,0,,,1,False,,,0,
1110,62,Ingresos Rentabilidad,Ingresos Rentabilidad,,bVerTimeReport,8,,0,31,,0,sum(cr.ingresorealcli),0,0,,,10,-1110,,cr.ingresorealcli,False,,,0,
1112,60,Importe Pendiente,Importe Pendiente,,bverodontograma,3,,0,28,,0,sum(importependiente),1,1,,,,9,,"isnull(f.totaleuro, 0) - ISNULL((SELECT CASE WHEN ISNULL(so.poriva,0) <> 0 THEN SUM(ISNULL(importe,0)) ELSE CASE WHEN t.iva is not null THEN SUM(importe)*(1+t.iva/100) ELSE SUM(importe) END END
from segodont so LEFT JOIN [[ejercicio]cuentas] cuen ON cuen.numcta = cli.ctaiva left join tipoiva t on cuen.idiva = t.idiva where so.idOdontograma=o.id AND so.idActuPresupuesto is not null GROUP BY t.iva, so.poriva),0) ",False,,,0,
1113,60,Importe Aceptado,Importe Aceptado,,bverodontograma,3,,0,28,,0,sum(importeaceptado),1,1,,,,8,," ISNULL((SELECT CASE WHEN ISNULL(so.poriva,0) <> 0 THEN SUM(ISNULL(importe,0)) ELSE CASE WHEN t.iva is not null THEN SUM(importe)*(1+t.iva/100) ELSE SUM(importe) END END from segodont so LEFT JOIN [[ejercicio]cuentas] cuen ON cuen.numcta = cli.ctaiva left join tipoiva t on cuen.idiva = t.idiva where so.idOdontograma=o.id AND so.idActuPresupuesto is not null GROUP BY t.iva, so.poriva),0) ",False,,,0,
1114,,numfichas,Nº de Fichas,numfichas,,2,,0,1,,0,null,0,0,,,,-1114,#NO_SUMAR#,null,True,,,0,
1116,,numCitasFijadas,Núm. Citas Fijadas,numcitasfijadas,esCrmInterno,2,,0,50,,0,sum(numcitasfijadas),1,1,,,22,-1116,,,True,,,0,
1124,,Total Servicios,Total Servicios,servicios,,3,stipo = 'servicio contratado',0,63,,0,sum(total),1,1,,,,3,,,False,,,0,
