idfiltro,idtipogestor,nombre,imagen,texto,usarForm,consultaSql,tipoFiltro,campo,winform,webpage,dinamico,subTipo,orden,tabla,grupo,descripcion,campoVisualizacion,usarEtiquetasIni,desglosable,nivelFiltro,otroscampos,valorDefecto,verFiltroDefecto,partesqlfiltro,filtroDataTable,disponible
185,7,Campo1,,campo1,0,,0,Campo1,,,0,1,19,0,,segexp,vercampo1seg,2,,0,,,0,,,1
186,7,Campo2,,campo2,0,,0,campo2,,,0,1,19,0,,segexp,vercampo2seg,2,,0,,,0,,,1
187,7,Campo4,,campo4,0,,0,campo4,,,0,1,21,0,,segexp,vercampo4seg,2,,0,,,0,,,1
188,7,Campo5,,campo5,0,,0,campo5,,,0,1,22,0,,segexp,vercampo5seg,2,,0,,,0,,,1
189,7,Campo7,,campo7,0,,0,campo7,,,0,1,24,0,,segexp,vercampo7seg,2,,0,,,0,,,1
190,7,Campo8,,campo8,0,,0,campo8,,,0,1,25,0,,segexp,vercampo8seg,2,,0,,,0,,,1
191,7,Campo9,,Estado Soporte,0,,0,campo9,,,0,1,26,0,,Estado Soporte,vercampo9seg,0,,0,,,0,,,1
192,7,dfechanotificacion,,Fecha de Alta,0,,2,dfechanotificacion,,,0,0,3,0,,,,0,,0,,,0,,,1
193,7,En Agenda,,En Agenda,0,agenda = 1,0,agenda,,,0,0,8,0,,En Agenda,,0,,0,,,0,,,1
194,7,estado,,Estado Enero,0,"select campo, valor from combovalores where tabla='cbestadoseg'
",0,estado,,,0,2,36,0,,Estado Enero,bverestadoplantra,0,,0,,,0,,,1
199,7,estado2,,estado2,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado2,,,0,2,37,0,,segcli,bverestado2plantra,2,,0,,,0,,,1
200,7,estado3,,estado3,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado3,,,0,2,38,0,,segcli,bverestado3plantra,2,,0,,,0,,,1
201,7,estado4,,estado4,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado4,,,0,2,39,0,,segcli,bverestado4plantra,2,,0,,,0,,,1
202,7,estado5,,estado5,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado5,,,0,2,40,0,,segcli,bverestado5plantra,2,,0,,,0,,,1
203,7,estado6,,estado6,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado6,,,0,2,41,0,,segcli,bverestado6plantra,2,,0,,,0,,,1
204,7,estado7,,estado7,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado7,,,0,2,42,0,,segcli,bverestado7plantra,2,,0,,,0,,,1
205,7,estado8,,estado8,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado8,,,0,2,43,0,,segcli,bverestado8plantra,2,,0,,,0,,,1
206,7,estado9,,estado9,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado9,,,0,2,44,0,,segcli,bverestado9plantra,2,,0,,,0,,,1
207,7,estado10,,estado10,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado10,,,0,2,45,0,,segcli,bverestado10plantra,2,,0,,,0,,,1
208,7,estado11,,estado11,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado11,,,0,2,46,0,,segcli,bverestado11plantra,2,,0,,,0,,,1
209,7,estado12,,estado12,0,"select ROW_NUMBER()OVER(order by id) - 1 as indice, valor from gestorvalores
where llave = 'color'
order by id
",0,estado12,,,0,2,47,0,,segcli,bverestado12plantra,2,,0,,,0,,,1
210,1,Nacionalidad,,Nacionalidad,0,"SELECT valor
FROM combovalores
where tabla = 'clientes' and campo = 'Nacionalidad'",0,nacionalidad,,,0,1,18,0,,Nacionalidad,bvernacionalidadcli[OR]bvernacionalidadclipot[OR]bvernacionalidadotros[OR]bvernacionalidadtrab[OR]visibleentipobd:bvernacionalidadcli,0,,0,,,0,,,1
211,1,campo9,,campo9,0,,0,campo9,,,0,1,25,0,,segcli,vercampo9seg,2,,0,,,0,,,1
212,1,campo10,,campo10,0,,0,campo10,,,0,1,27,0,,segcli,vercampo10seg,2,,0,,,0,,,1
213,1,campo11,,campo11,0,,0,campo11,,,0,1,30,0,,segcli,vercampo11seg,2,,0,,,0,,,1
214,1,campo12,,campo12,0,,0,campo12,,,0,1,30,0,,segcli,vercampo12seg,2,,0,,,0,,,1
215,1,campo13,,campo13,0,,0,campo13,,,0,1,30,0,,segcli,vercampo13seg,2,,0,,,0,,,1
216,1,campo14,,campo14,0,,0,campo14,,,0,1,31,0,,segcli,vercampo14seg,2,,0,,,0,,,1
217,1,campo15,,campo15,0,,0,campo15,,,0,1,34,0,,segcli,vercampo15seg,2,,0,,,0,,,1
218,1,campo16,,campo16,0,,0,campo16,,,0,1,35,0,,segcli,vercampo16seg,2,,0,,,0,,,1
219,1,campo6,,campo6,0,,0,campo6,,,0,1,26,0,,segcli,vercampo6seg,2,,0,,,0,,,1
220,1,Prioritarias,,Prioritarias,0,alertas = 1,0,alertas,,,0,0,15,0,,Prioritarias,,0,,0,,,0,,,1
222,1,campo17,,campo17,0,,0,campo17,,,0,1,35,0,,segcli,vercampo17seg,2,,0,,,0,,,1
223,1,campo18,,campo18,0,,0,campo18,,,0,1,36,0,,segcli,vercampo18seg,2,,0,,,0,,,1
224,1,campo3,,campo3,0,,0,campo3,,,0,1,25,0,,segcli,vercampo3seg,2,,0,,,0,,,1
225,1,campofecha1,,campofecha1,0,,2,campofecha1,,,0,0,13,0,,segcli,vercampofecha1seg,2,,0,,,0,,,1
226,1,campofecha2,,campofecha2,0,,2,campofecha2,,,0,0,13,0,,segcli,vercampofecha2seg,2,,0,,,0,,,1
227,1,campofecha3,,campofecha3,0,,2,campofecha3,,,0,0,13,0,,segcli,vercampofecha3seg,2,,0,,,0,,,1
228,1,campofecha4,,campofecha4,0,,2,campofecha4,,,0,0,13,0,,segcli,vercampofecha4seg,2,,0,,,0,,,1
229,1,campofecha5,,campofecha5,0,,2,campofecha5,,,0,0,13,0,,segcli,vercampofecha5seg,2,,0,,,0,,,1
230,1,campofecha6,,campofecha6,0,,2,campofecha6,,,0,0,13,0,,segcli,vercampofecha6seg,2,,0,,,0,,,1
231,1,campofecha7,,campofecha7,0,,2,campofecha7,,,0,0,13,0,,segcli,vercampofecha7seg,2,,0,,,0,,,1
232,1,campofecha8,,campofecha8,0,,2,campofecha8,,,0,0,13,0,,segcli,vercampofecha8seg,2,,0,,,0,,,1
233,1,campofecha9,,campofecha9,0,,2,campofecha9,,,0,0,13,0,,segcli,vercampofecha9seg,2,,0,,,0,,,1
234,1,campofecha10,,campofecha10,0,,2,campofecha10,,,0,0,14,0,,segcli,vercampofecha10seg,2,,0,,,0,,,1
235,1,campofecha11,,campofecha11,0,,2,campofecha11,,,0,0,15,0,,segcli,vercampofecha11seg,2,,0,,,0,,,1
236,1,campofecha12,,campofecha12,0,,2,campofecha12,,,0,0,16,0,,segcli,vercampofecha12seg,2,,0,,,0,,,1
240,6,fechafact,,Fecha Factura,0,,2,fechafact,,,0,0,,0,,Fecha Factura,,0,,0,,,0,,,1
241,6,fechaaltacliente,,Fecha Alta Cliente,0,,2,fechaaltacliente,,,0,0,,0,,Fecha Alta Cliente,,0,,0,,,0,,,1
242,6,Estado Impagado,,Estado Impagado,0,"select valor from gestorvalores
where tabla like 'prevcobros' and llave like 'EstadoImpagado'",0,tipoimpago1,,,0,2,11,0,,Estado Impagado,,0,,0,,,1,,,1
243,6,Serie,,Serie Factura,0,,0,(CASE WHEN (serie='seriemn' or serie='seriemnrec') THEN '' ELSE serie END),,,0,1,12,0,,Serie,,0,,0,,,1,,,1
244,6,Número Factura,,Núm. Factura,0,,0,inumfact,,,0,3,13,0,,Número Factura,,0,,0,,,1,,,1
245,6,Año Factura,,Año Factura,0,,0,yearfact,,,0,1,14,0,,Año Factura,,0,,0,,,1,,,1
246,6,Banco,,Banco Remesa,0,,0,banco,,,0,1,17,0,,Banco,,0,,0,,,1,,,1
247,6,Usuario,,cliUsuario,0,"select 0 as icodsubusu, '/**ususupervisor**/' as nombre union all select icodsubusu, nombre from subusu",0,codsubusu,,,0,2,18,0,,Usuario,,1,,0,,,1,,,1
248,6,Tipologías Factura,,Tipologías Factura,0,,0,tip1,,,0,1,20,0,,Tipologías Factura,bvertipologia1,0,,0,,,0,,,1
249,6,Tipologías Factura 2,,Tipologías Factura 2,0,,0,tip2,,,0,1,21,0,,Tipologías Factura 2,bvertipologia2,0,,0,,,0,,,1
250,6,Tipologías Factura 3,,Tipologías Factura 3,0,,0,tip3,,,0,0,22,0,,Tipologías Factura 3,bvertipologia3,0,,0,,,0,,,1
251,6,Importe Impagado,,Importe Impagado,0,,0,importeimpagado,,,0,3,10,0,,Importe Impagado,,0,,0,,,1,,,1
252,6,Facturado,,Facturado,0,factura is not null and factura <> 0,0,factura,,,0,0,7,0,factura,Facturado,,0,,0,,,1,,,1
253,6,No Facturado,,No Facturado,0,factura = 0 or factura is null,0,factura,,,0,0,19,0,factura,No Facturado,,0,,0,,,0,,,1
254,8,dfecha,,Fecha Alta,0,,2,dfecha,,,0,0,,0,,Fecha Alta,,0,,0,,,1,,,1
255,8,dfechacobro,,Fecha Cobro,0,,2,dfechacobro,,,0,0,,0,,Fecha Cobro,,0,,0,,,1,,,1
256,8,dfechaact,,Fecha Factura,0,,2,dfechaact,,,0,0,,0,,Fecha Factura,,0,,0,,,1,,,1
257,8,Paciente,,Paciente,0,"select icodcli, snombrecli from clientes
where tipofichero LIKE 'Paciente' ",0,icodcli,,,0,2,,0,,Paciente,,0,,0,,,1,,,1
258,8,Concepto,,Concepto,0,,0,,,,0,0,,0,,Concepto,,0,,0,,,1,,,1
259,8,Mutua,,Aseguradoras,0,,0,snombremutua,,,0,1,,0,,Aseguradoras,,0,,0,,,1,,,1
260,8,Nº Volante/Referencia,,Nº Volante/Referencia,0,,0,numvolante,,,0,1,,0,,Nº Volante/Referencia,,0,,0,,,1,,,1
261,8,Importe,,Importe,0,,0,fimporte,,,0,3,,0,,Importe,,0,,0,,,1,,,1
262,8,Cobrado,,Cobrado,0,"cobrado = 1
",0,cobrado,,,0,0,,0,cobrado,Cobrado,,0,,0,,,1,,,1
263,8,No Cobrado,,No Cobrado,0,cobrado is null or cobrado = 0,0,cobrado,,,0,0,,0,cobrado,No Cobrado,,0,,0,,,1,,,1
264,8,Facturado,,Facturado,0,"facturado is not null and facturado <> ''  and facturado <> 0
",0,facturado,,,0,0,,0,facturado,Facturado,,0,,0,,,1,,,1
265,8,No Facturado,,No Facturado,0,facturado is null or facturado = '' or facturado = 0,0,facturado,,,0,0,,0,facturado,No Facturado,,0,,0,,,1,,,1
266,8,Nº Factura,,Nº Factura,0,,0,inumfactura,,,0,1,,0,,Nº Factura,,0,,0,,,1,,,1
267,8,Serie,,Serie,0,,0,serie,,,0,1,,0,,Serie,,0,,0,,,1,,,1
268,2,edad,,Edad,0,,0,edad,,,0,3,7,0,,Edad,,0,,0,,,0,,,1
269,7,campo3,,campo3,0,,0,campo3,,,0,1,20,0,,segcli,vercampo3seg,2,,0,,,0,,,1
270,7,campo6,,campo6,0,,0,campo6,,,0,1,23,0,,segcli,vercampo6seg,2,,0,,,0,,,1
271,7,campo10,,campo10,0,,0,campo10,,,0,1,27,0,,segcli,vercampo10seg,2,,0,,,0,,,1
272,7,campo11,,campo11,0,,0,campo11,,,0,1,28,0,,segcli,vercampo11seg,2,,0,,,0,,,1
273,7,campo12,,campo12,0,,0,campo12,,,0,1,29,0,,segcli,vercampo12seg,2,,0,,,0,,,1
274,7,campo13,,campo13,0,,0,campo13,,,0,1,30,0,,segcli,vercampo13seg,2,,0,,,0,,,1
275,7,campo14,,campo14,0,,0,campo14,,,0,1,31,0,,segcli,vercampo14seg,2,,0,,,0,,,1
276,7,campo15,,campo15,0,,0,campo15,,,0,1,32,0,,segcli,vercampo15seg,2,,0,,,0,,,1
277,7,campo16,,campo16,0,,0,campo16,,,0,1,33,0,,segcli,vercampo16seg,2,,0,,,0,,,1
278,7,campo17,,campo17,0,,0,campo17,,,0,1,34,0,,segcli,vercampo17seg,2,,0,,,0,,,1
279,7,campo18,,campo18,0,,0,campo18,,,0,1,35,0,,segcli,vercampo18seg,2,,0,,,0,,,1
280,7,Colectivo,,Colectivo,0,select descripcion from actuopor where campo=2,0,perso88,,,0,1,18,0,,Colectivo,,0,,0,,,0,,,1
281,7,campofecha1,,campofecha1,0,,2,campofecha1,,,0,0,4,0,,segcli,vercampofecha1seg,2,,0,,,0,,,1
282,7,campofecha2,,campofecha2,0,,2,campofecha2,,,0,0,5,0,,segcli,vercampofecha2seg,2,,0,,,0,,,1
283,7,campofecha3,,campofecha3,0,,2,campofecha3,,,0,0,13,0,,segcli,vercampofecha3seg,2,,0,,,0,,,1
284,7,campofecha4,,campofecha4,0,,2,campofecha4,,,0,0,14,0,,segcli,vercampofecha4seg,2,,0,,,0,,,1
285,7,campofecha5,,campofecha5,0,,2,campofecha5,,,0,0,15,0,,segcli,vercampofecha5seg,2,,0,,,0,,,1
286,7,campofecha6,,campofecha6,0,,2,campofecha6,,,0,0,16,0,,segcli,vercampofecha6seg,2,,0,,,0,,,1
287,7,campofecha7,,campofecha7,0,,2,campofecha7,,,0,0,17,0,,segcli,vercampofecha7seg,2,,0,,,0,,,1
288,7,campofecha8,,campofecha8,0,,2,campofecha8,,,0,0,18,0,,segcli,vercampofecha8seg,2,,0,,,0,,,1
289,7,campofecha9,,campofecha9,0,,2,campofecha9,,,0,0,19,0,,segcli,vercampofecha9seg,2,,0,,,0,,,1
290,7,campofecha10,,campofecha10,0,,2,campofecha10,,,0,0,20,0,,segcli,vercampofecha10seg,2,,0,,,0,,,1
291,7,campofecha11,,campofecha11,0,,2,campofecha11,,,0,0,21,0,,segcli,vercampofecha11seg,2,,0,,,0,,,1
292,7,campofecha12,,campofecha12,0,,2,campofecha12,,,0,0,22,0,,segcli,vercampofecha12seg,2,,0,,,0,,,1
293,1,Tipo Plazo,,tipoactu,0,select valor from gestorvalores where tabla like 'plazos',0,tipoactu,,,0,2,13,0,,segcli,,2,,0,,,0,,,1
294,6,Base Datos,datos.png,Base de Datos,0,,0,,,,0,5,0,0,,Base de Datos,,0,,0,,,1,,,1
295,6,Pacientes,,Pacientes,0,"select icodcli, snombrecli from clientes where tipobd = 4",0,icodcli,,,0,2,,0,,Pacientes,bverpaciente,0,,0,,,0,,,1
296,6,Trabajadores,,Trabajadores,0,"select icodcli, snombrecli from clientes
	where tipobd = 1",0,icodcli,,,0,2,,0,,Trabajadores,,0,,0,,,1,,,1
297,6,Terceros,,EtiqTercerosProp,0,"select icodcli, snombrecli from clientes
	where tipobd = 3",0,icodcli,,,0,2,,0,,,bverpestercerocli,1,,0,,,1,,,1
298,6,Clientes Potenciales,,Potenciales,0,"select icodcli, snombrecli from clientes
	where tipobd = 2",0,icodcli,,,0,2,,0,,Clientes Potenciales,VerPotenciales,0,,0,,,1,,,1
299,6,Mutuas,,Aseguradoras,0,"select icodcli, snombrecli from clientes
	where tipobd = 8",0,icodcli,,,0,2,,0,,Aseguradoras,bvermutua,0,,0,,,0,,,1
300,6,Mascotas,,EtiqMascotasProp,0,"select icodcli, snombrecli from clientes
	where tipobd = 7",0,icodcli,,,0,2,,0,,,bvermascota,1,,0,,,0,,,1
301,6,Compañias,,Compañias,0,"select icodcli, snombrecli from clientes
	where tipobd = 6",0,icodcli,,,0,2,,0,,Compañias,bvercompania,0,,0,,,0,,,1
302,6,Alumnos,,EtiqAlumnosProp,0,"select icodcli, snombrecli from clientes
	where tipobd = 5",0,icodcli,,,0,2,,0,,Alumnos,bveralumno,1,,0,,,0,,,1
303,6,Voluntarios,,Voluntarios,0,"select icodcli, snombrecli from clientes
	where tipobd = 10",0,icodcli,,,0,2,,0,,Voluntarios,bvervoluntarios,0,,0,,,0,,,1
304,6,Proveedores,,Proveedores,0,"select icodcli, snombrecli from clientes
	where tipobd = 9",0,icodcli,,,0,2,,0,,Proveedores,bverproveedor,0,,0,,,1,,,1
305,6,Financiadores,,Financiadores,0,"select icodcli, snombrecli from clientes
	where tipobd = 11",0,icodcli,,,0,2,,0,,Financiadores,bVerFinancieras,0,,0,,,0,,,1
307,1,Trabajadores,,Trabajadores,0,"select icodcli, snombrecli as nombre, codigo from clientes where tipobd = 1",0,icodcli,,,0,2,34,0,,Trabajadores,bvertrabajador,0,,0,,,0,,,1
308,1,Terceros,,EtiqTercerosProp,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 3",0,icodcli,,,0,2,35,0,,,bVerTerceros,1,,0,,,0,,,1
310,1,Mutuas,,Aseguradoras,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 8",0,codmutua,,,0,2,37,0,,Aseguradoras,bvermutua,0,,0,,,0,,,1
311,1,Mascotas,,EtiqMascotasProp,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 7",0,icodcli,,,0,2,38,0,,,bvermascota,1,,0,,,0,,,1
312,1,Compañias,,Compañías,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 6",0,icodcli,,,0,2,39,0,,Compañias,bvercompania,0,,0,,,0,,,1
313,1,Alumnos,,EtiqAlumnosProp,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 5",0,icodcli,,,0,2,40,0,,Alumnos,bveralumno,1,,0,,,0,,,1
314,1,Voluntarios,,Voluntarios,0,"select icodcli, snombrecli from clientes where tipobd = 10",0,icodcli,,,0,2,41,0,,Voluntarios,bvervoluntarios,0,,0,,,0,,,1
315,1,Proveedores,,Proveedores,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 9",0,icodcli,,,0,2,42,0,,Proveedores,bverproveedor,0,,0,,,0,,,1
316,1,Financiadores,,Financiadores,0,"select icodcli, snombrecli from clientes where tipobd = 11",0,icodcli,,,0,2,43,0,,Financiadores,bVerFinancieras,0,,0,,,0,,,1
317,1,Tercera Edad,,Tercera Edad,0,"select icodcli, snombrecli from clientes where tipobd = 12",0,icodcli,,,0,2,44,0,,Tercera Edad,bverterceraedad,0,,0,,,0,,,1
318,1,Pacientes,,Pacientes,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 4",0,icodcli,,,0,2,30,0,,Pacientes,bverpaciente,0,,0,,,0,,,1
319,1,Número de Expediente,,ExpNumExp,0,,0,numexp,,,0,1,13,0,,,bVerExpedientes,1,,0,,,0,,,1
320,1,Expediente,,ExpTitulo2,0," select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '|' +  convert(varchar(50), iyear) as valor , iyear  from expedien ",0,idexp,,,0,2,10,0,,Expediente,bVerExpedientes,1,,0,,,1,,,1
341,3,Facturada,,Facturada,0,(facturado is not null and facturado like 's') or (stipo like 'COBRO' or stipo like 'DESCUENTO'),0,stipo,,,0,0,19,0,Facturada,Facturada,,0,,0,,,1,,,1
342,3,No Facturada,,No Facturada,0,"
(facturado is null or facturado not like 's') and (stipo not like 'COBRO' and stipo not like 'DESCUENTO')",0,stipo,,,0,0,20,0,Facturada,No Facturada,,0,,0,,,1,,,1
346,3,fechafact,,Fecha Factura,0,,2,fechafact,,,0,0,,0,,Fecha Factura,,0,,0,,,1,,,1
347,1,Tipo Asunto,,Tipo Asunto,0,"select codigo, tipoasunto from tipoasun",0,itipoasunto,,,0,2,16,0,,Tipo Asunto,bVerExpedientes[AND]bvertipoasunto,0,,0,,,0,,,1
348,1,Tipo Cliente,,Tipo Cliente,0,,0,tipocliente,,,0,1,13,0,,Tipo Cliente,,0,,0,,,0,,,1
386,12,PersoFecha1,,CliPerFecha1,0,,2,PersoFecha1,,,0,0,,0,,Fecha Alta,,1,,0,,,1,,,1
387,12,PersoFecha2,,CliPerFecha2,0,,2,PersoFecha2,,,0,0,,0,,Fecha Baja,,1,,0,,,1,,,1
388,12,Pacientes,,Pacientes,0,"select icodcli, snombrecli from clientes
where tipobd = 4",0,icodcli,,,0,2,0,0,,Pacientes,,0,,0,,,1,,,1
389,12,Medicacion,,CliPer2,0,,0,Perso2,,,0,1,1,0,,Medicación,,1,,0,,,0,,,1
390,12,Tipo Medicacion,,CliPer1,0,,0,Perso1,,,0,1,2,0,,Tipo Medicación,,1,,0,,,0,,,1
391,12,Motivo,,CliPer3,0,,0,Perso3,,,0,1,3,0,,Motivo,,1,,0,,,0,,,1
392,12,Estado,,CliPer4,0,,0,Perso4,,,0,1,4,0,,Estado,,1,,0,,,0,,,1
414,5,fechacontacto,,Fecha Alarma,0,,2,fechacontacto,,,0,0,,0,,Fecha Alarma,,0,,0,,,0,,,1
421,4,Usuario Cliente,,cliUsuarioCli,0,"select icodsubusu, nombre from subusu",0,CodSubUsuCli,,,0,2,,0,,Usuario Cliente,,1,,0,,,0,,,1
437,12,Campo Libre 1,,CliPer8,0,,0,Perso8,,,0,1,10,0,,,,1,,0,,,0,,,1
438,12,Campo Libre 2,,CliPer11,0,,0,Perso11,,,0,1,11,0,,,,1,,0,,,0,,,1
439,13,Nombre,,Nombre,0,,0,descripcion,,,0,1,3,0,,Descripción,,0,,0,,,1,,,1
441,13,Código Artículo,,Código Artículo,0,,0,codigo,,,0,1,2,0,,Código artículo,,0,,0,,,1,,,1
442,13,Referencia Artículo,,Referencia Artículo,0,,0,referencia,,,0,1,19,0,,Referencia artículo,,0,,0,,,0,,,1
445,13,Tipo Artículo,,Tipo Artículo,0,,0,tipoart,,,0,1,18,0,,Tipo artículo,,0,,0,,,0,,,1
446,13,Familia,,Familia,0,,0,familia,,,0,1,4,0,,Familia,,0,,0,,,1,,,1
448,2,fecha alta cliente,,EtiqFAltaCliente,0,,0,fechanacimiento,,,0,6,16,0,,Fecha Alta Cliente,,1,,0,,,0,,,1
452,13,% Margen,,% Margen,0,,0,porcientomargen,,,0,3,24,0,,% Margen,,0,,0,,,0,,,1
453,13,Margen,,Margen,0,,0,margen,,,0,3,25,0,,Importe Margen,,0,,0,,,0,,,1
456,13,Tipo,,Tipo,0,,0,tipo,,,0,1,1,0,,Tipo movimiento,,0,,0,,,1,,,1
457,13,Unidades,,Unidades,0,,0,unidades,,,0,3,5,0,,Unidades,,0,,0,,,1,,,1
458,13,Precio Unidad,,Precio Unidad,0,,0,preciouni,,,0,3,6,0,,Precio unitario,,0,,0,,,1,,,1
459,13,Precio Total,,Precio Total,0,,0,precioTotal,,,0,3,7,0,,Precio Total,,0,,0,,,1,,,1
461,13,Facturado,,Facturado,0,facturado = 1,0,facturado,,,0,0,21,0,facturado,Facturado,,0,,0,,,0,,,1
462,13,Nº Factura,,Nº Factura,0,,0,numfactura,,,0,1,13,0,,Nº Factura,,0,,0,,,1,,,1
463,13,Serie Factura,,Serie Factura,0,,0,serie,,,0,1,23,0,,Serie Factura,,0,,0,,,0,,,1
464,13,Año Factura,,Año Factura,0,,0,yearfact,,,0,1,14,0,,Año Factura,,0,,0,,,1,,,1
466,13,Cliente Movimiento,,Cliente Movimiento,0,"select icodcli, snombrecli from clientes where tipobd = 0",0,cliprov,,,0,2,21,0,,Cliente Movimiento,,0,,0,,,0,,,1
467,13,No Facturado,,No Facturado,0,facturado = 0,0,facturado,,,0,0,23,0,facturado,No Facturado,,0,,0,,,0,,,1
469,12,Alumnos,,Alumnos,0,"select icodcli, snombrecli from clientes
where tipobd = 5",0,icodcli,,,0,2,,0,,Alumnos,bveralumno,0,,0,,,0,,,1
470,12,Clientes,,EtiqClientesProp,0,"select icodcli, snombrecli from clientes
where tipobd = 0",0,icodcli,,,0,2,,0,,,,1,,0,,,0,,,1
472,13,fechacaducidad,,Fecha Caducidad/Garantia,0,,2,fechacaducidad,,,0,0,9,0,,Fecha de Caducidad,,0,,0,,,1,,,1
474,13,Almacén,,Almacén,0,,0,almacen,,,0,1,12,0,,Almacén,,0,,0,,,1,,,1
478,13,Cliente/Proveedor Movimiento,,Cliente/Proveedor Movimiento,0,,0,cliprovstock,,,0,6,11,0,,Fecha Caducidad,,0,,0,,,1,,,1
479,13,fecha,,Fecha Movimiento,0,,2,fecha,,,0,0,0,0,,Fecha Movimiento,,0,,0,,,1,,,1
482,3,Tipo Documento,,Tipo Documento,0,"select UPPER(valor) as valor from [[instancia]advabocom].dbo.gestorvalores
where (tabla = 'cuentas' and llave = 'tipodoc')
UNION
select UPPER(isnull(nullif(valor, ''), REPLACE(etiqueta, 'CuePrevi', 'PREVIAS '))) as valor from [[instancia]advabocom].dbo.etiquetasini where seccion like 'FormExpCue' 
	and 
	(
		(etiqueta = 'CuePrevi' and exists (select bverprevias from config WHERE bverprevias = 1))
		or (etiqueta = 'CuePrevi1' and exists (select bverprevias1 from config WHERE bverprevias1 = 1))
		or (etiqueta = 'CuePrevi2' and exists (select bverprevias2 from config WHERE bverprevias2 = 1))
		or (etiqueta = 'CuePrevi3' and exists (select bverprevias3 from config WHERE bverprevias3 = 1))
	)",0,clase,,,0,2,27,0,,tipo documento,,0,,0,,,1,,,1
483,3,Importe,,Importe,0,,0,importe,,,0,3,4,0,,Importe Entradas,,0,,0,,,1,,,1
486,5,Usuario,,cliUsuario,0,"select icodsubusu, nombre, estadoCli from subusu
left JOIN clientes C ON subusu.icodsubusu = C.CodSubUSu and C.clitrabajador = 1",0,codsubusu,,,0,2,3,0,,Usuario,,1,,0,,,0,,,1
490,2,fecha alta,,OporFecha,0,,0,dfecha,,,0,6,8,0,,Fecha Alta,,1,,0,,,0,,,1
491,5,Núm. Póliza,,Núm. Póliza,0,,0,numpoliza,,,0,1,,0,,Núm. Póliza,bversegven,0,,0,,,1,,,1
492,5,Tipo Póliza,,Tipo Póliza,0,,0,tipopoliza,,,0,1,,0,,Tipo Póliza,bversegven,0,,0,,,0,,,1
493,5,Situación Póliza,,Situación Póliza,0,,0,situacionpoliza,,,0,1,,0,,Situación Póliza,bversegven,0,,0,,,0,,,1
494,5,Motivo Anulación,,Motivo Anulación,0,,0,motivoanulacion,,,0,1,,0,,Motivo Anulación,bversegven,0,,0,,,0,,,1
495,5,Núm. Anulación,,Núm. Anulación,0,,0,numanulacion,,,0,1,,0,,Núm. Anulación,bversegven,0,,0,,,0,,,1
496,5,fechaefecto,,Fecha Efecto,0,,2,fechaefecto,,,0,0,,0,,Fecha Efecto,bversegven,0,,0,,,0,,,1
497,5,fechaanulacion,,Fecha Anulación,0,,2,fechaanulacion,,,0,0,,0,,Fecha Anulación,bversegven,0,,0,,,0,,,1
498,3,Proveedores,,Proveedores,0,"select icodcli, snombrecli, codigo from clientes where tipobd = 9",0,icodcli,,,0,2,5,0,,proveedor,bverproveedor,0,,0,,,0,,,1
499,1,Centro,,CentrosSingular,0,"
select id, sdescripcion from centrospredef",0,idcentros,,,0,2,13,0,bvercentros,Centro,bvercentros,1,,0,,,0,,,1
500,2,Centro Ficha,,CentrosFicha,0,"

select id, sdescripcion from centrospredef",0,idcentros,,,0,2,,0,,Centro,bvercentros,1,,0,,,0,,,1
501,5,Centro,,CentrosSingular,0,"
select id, sdescripcion from centrospredef",0,idcentros,,,0,2,,0,,Centro,bvercentros,1,,0,,,0,,,1
502,6,centro,,CentrosSingular,0,"
select id, sdescripcion from centrospredef",0,idcentros,,,0,2,,0,,centro,bvercentros,1,,0,,,0,,,1
503,12,Centro,,CentrosSingular,0,"
select id, sdescripcion from centrospredef",0,idcentros,,,0,2,,0,,Centro,bvercentros,1,,0,,,0,,,1
