idfiltro,columnas,campoId,consultaSql,CampoBusqueda,NombreBusqueda,UsarTablaComun,UsarCodigo,incluirFiltro,consultaTablaAparte,respetarOrden,campoTexto
683,Tratamiento|valor|300,id,"select id, valor
from (values 
('0', 'Apicectomía'),
('1', 'Corona'), 
('2', 'Curetaje'),
('3', 'Endodoncia'),
('4', 'Esquelético'),
('5', 'Obturaciones'),
('6', 'Perno'),
('7', 'Sensibilidad'),
('8', 'Puente'),
('9', 'Implante'),
('10', 'Radiografia'),
('11', 'Sellador'),
('12', 'Piez aIncluida'),
('13', 'Limpieza'),
('14', 'Movilidad'),
('15', 'Extracción'),
('16', 'Fluor'),
('17', 'Ortodoncia'),
('18', 'Protesis Inferior'),
('19', 'Protesis Superior'),
('20', 'Estético'),
('21', 'Cirugía')) 
AS Tratamientos(id, valor)",valor,Tratamiento,0,1,0,,,
686,Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
708,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
709,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from advAboUsu[empresa].dbo.clientes where tipobd = 4",snombrecli,Nombre,0,0,0,,,
710,Tipo Factura|sdescripcion|200,id,"select id,sdescripcion from advAboUsu[empresa].dbo.TipoFactPet",sdescripcion,Tipo Factura,0,0,0,,,
727,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from advAboUsu[empresa].dbo.clientes where tipobd = 9",snombrecli,Nombre,0,0,0,,,
728,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from advAboUsu[empresa].dbo.clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
741,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from advAboUsu[empresa].dbo.clientes where tipobd = 1",snombrecli,Nombre,0,0,0,,,
757,Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
758,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli|codigo,Nombre|Código,0,0,0,,,
759,Descripción|descripcion|300,id,"select id, descripcion from [[instancia]advabousu[empresa]].dbo.ControlesMedicosPredef",descripcion,Descripción,0,0,0,,,
806,CÃ³digo|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",snombrecli,Nombre,0,0,0,,,
817,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",snombrecli|codigo,Nombre|Código,0,0,0,,,
821,Principio Activo|descripcion|200,descripcion,select descripcion from advAboCom.dbo.artpactivos,descripcion,Principio Activo,0,0,0,,,
823,Descripción|descripcion|200,valor,"select id,descripcion,valor from (values (1,'1 Desayuno', '%D%'), (2,'2 Comida', '%C%'), 
(3,'3 Merienda', '%M%'), (4,'4 Cena', '%E%'), (5,'5 Noche', '%N%'))  
AS Horarios(id,descripcion, valor)
",descripcion,descripcion,0,1,0,,,
851,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 3", snombrecli|codigo,nombre|código,0,0,0,,,
931,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
932,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd, codigo from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli|codigo,nombre|código,0,0,0,,,
933,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd, codigo from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",snombrecli|codigo,nombre|código,0,0,0,,,
934,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd, codigo from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 3",snombrecli|codigo,nombre|código,0,0,0,,,
935,nombre|nombre|300,nombre,"select nombre, fechaalta  from [[instancia]advabousu[empresa]].dbo.productos
where fechaalta > '1/1/2000'",nombre,Nombre,0,1,0,,,
944,Tipo|valor|300,valor,"SELECT valor 
FROM combovalores
WHERE tabla like 'oporcli'
AND campo like 'estadoopor'",valor,Tipo,1,1,0,,,
951,código|codigo |100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",snombrecli,Nombre,0,0,0,,,
952,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli,Nombre,0,0,0,,,
953,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
954,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",snombrecli,Nombre,0,0,0,,,
955,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6",snombrecli,Nombre,0,0,0,,,
956,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
957,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",snombrecli,Nombre,0,0,0,,,
958,número|expediente|100;expediente|descripcion|300;año |iyear|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '&' +  convert(varchar(50), iyear) as valor , iyear  
from [[instancia]advabousu[empresa]].dbo.expedien) t ",descripcion,Expediente,0,1,0,,,
959,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",snombrecli,Nombre,0,0,0,,,
960,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",snombrecli,Nombre,0,0,0,,,
961,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",snombrecli,Nombre,0,0,0,,,
967,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(  select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu    left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1  union all  select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
968,Forma de Cobro|valor|300,valor,"select valor from combovalores
where campo like 'formacobro'
and tabla like 'formacobro'",valor,Forma de Cobro,1,1,0,,,
1009,código |codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli,Nombre,0,0,0,,,
1010,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",snombrecli,Nombre,0,0,0,,,
1011,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
1012,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",snombrecli,Nombre,0,0,0,,,
1013,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6",snombrecli,Nombre,0,0,0,,,
1014,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
1015,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",snombrecli,Nombre,0,0,0,,,
1016,número|expediente|100;expediente|descripcion|300;año|iyear|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, convert(varchar(50), inumexp) + '&' +  convert(varchar(50), iyear) as valor , iyear  
from [[instancia]advabousu[empresa]].dbo.expedien) t ",descripcion,Expediente,0,1,0,,,
1017,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",snombrecli,Nombre,0,0,0,,,
1018,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",snombrecli,Nombre,0,0,0,,,
1019,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",snombrecli,Nombre,0,0,0,,,
1021,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
1022,Forma de Cobro|valor|300,valor,"select valor from combovalores
where campo like 'formacobro'
and tabla like 'formacobro'",valor,Forma de Cobro,1,1,0,,,
1040,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli,Nombre,0,0,0,,,
1041,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",snombrecli,Nombre,0,0,0,,,
1042,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
1043,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",snombrecli,Nombre,0,0,0,,,
1044,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6",snombrecli,Nombre,0,0,0,,,
1045,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
1046,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",snombrecli,Nombre,0,0,0,,,
1047,código|codigo |100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",snombrecli,Nombre,0,0,0,,,
1048,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",snombrecli,Nombre,0,0,0,,,
1049,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",snombrecli,Nombre,0,0,0,,,
1051,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
1052,Forma de Cobro|valor|300,valor,"select valor from combovalores
where campo like 'formacobro'
and tabla like 'formacobro'",valor,Forma de Cobro,1,1,0,,,
1067,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli,Nombre,0,0,0,,,
1068,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",snombrecli,Nombre,0,0,0,,,
1069,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
1070,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",snombrecli,Nombre,0,0,0,,,
1071,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6",snombrecli,Nombre,0,0,0,,,
1072,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
1073,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",snombrecli,Nombre,0,0,0,,,
1074,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",snombrecli,Nombre,0,0,0,,,
1075,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",snombrecli,Nombre,0,0,0,,,
1076,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",snombrecli,Nombre,0,0,0,,,
1078,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
1091,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli,Nombre,0,0,0,,,
1092,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",snombrecli,Nombre,0,0,0,,,
1093,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
1094,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",snombrecli,Nombre,0,0,0,,,
1095,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6",snombrecli,Nombre,0,0,0,,,
1096,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
1097,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",snombrecli,Nombre,0,0,0,,,
1098,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",snombrecli,Nombre,0,0,0,,,
1099,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",snombrecli,Nombre,0,0,0,,,
1100,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",snombrecli,Nombre,0,0,0,,,
1102,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
