icodcli,codcliente,codtercero,recargabonos,backcolor,codmutua,numero,tipoalerta,CNAE,fechacaducidadNET,fechaCapSocial,codcontacto,dpto,idtipofichero,presidente,secretario,clasejunta,idGestorcuadroRendimiento,idComisionTipoOpor,idIndicadorDatoDeUso,modoComision,fijoComision,estadoAEAT,docPdteFirma,tieneCobrosPdte,snombretutor1,sniftutor1,stelefonotutor1,emailtutor1,facturartutor1,snombretutor2,sniftutor2,stelefonotutor2,emailtutor2,facturartutor2,idTarifa,creadoEl,diaCobro,nifcomunitario,ctaIrpfComision,ctasuplidos,ctacontrsuplidos,tipoId,escliface,codorganogestor,codunidadtramitadora,codoficinacontable,codorganoproponente,nomorganogestor,nomunidadtramitadora,nomoficinacontable,nomorganoproponente,rolorganogestor,rolunidadtramitadora,roloficinacontable,rolorganoproponente,mascotaraza,mascotaespecie,mascotavariedad,mascotanumero,mascotacaracter,mascotabozal,mascotaesteriliz,mascotacapa,mascotasexo,costeHoraDefecto,alertaOdontograma,paisTipoId,precio,operacion,descripcion,estadoLOPD,fijodiscontinuo,recursotipo,recursonumhabitacion,erte,nombrepral,ape1,ape2,recursoplanta,recursotipohabitacion,comComerciales,pasaporteMascota,numChapaRabia,municipio,tipogasto
125,,,,,,119,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:09.907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
126,,,,,,120,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:10.083000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
127,,,,,,121,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:10.340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,122,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:10.550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
129,,,,,,123,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:10.827000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,124,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:11.387000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
131,,,,,,125,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:12.147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,126,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:12.273000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
133,,,,,,127,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:12.537000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
134,,,,,,128,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:12.917000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
135,,,,,,129,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:13.173000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
136,,,,,,130,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:13.443000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
137,,,,,,131,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:13.977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
138,,,,,,132,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:14.220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
139,,,,,,133,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:14.777000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,134,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:15.560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
141,,,,,,135,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:15.693000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
142,,,,,,136,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:16.093000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
143,,,,,,137,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:17.007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
144,,,,,,138,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:17.457000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
145,,,,,,139,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:17.570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
146,,,,,,140,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:18.133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
147,,,,,,141,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:18.697000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
148,,,,,,142,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:19.097000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
149,,,,,,143,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:19.353000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
150,,,,,,144,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:19.760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
151,,,,,,145,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:20.140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
152,,,,,,146,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:20.363000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
153,,,,,,147,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:20.610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,148,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:20.723000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
155,,,,,,149,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:21.160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
156,,,,,,150,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:21.733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
157,,,,,,151,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:22.463000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
158,,,,,,152,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:22.873000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
159,,,,,,153,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:23.440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
160,,,,,,154,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:23.710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
161,,,,,,155,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:23.843000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,156,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:24.377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,157,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:25.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
164,,,,,,158,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:25.477000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,159,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:26.263000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,160,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:26.527000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
167,,,,,,161,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:26.943000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
168,,,,,,162,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:27.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
169,,,,,,163,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:27.790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
170,,,,,,164,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:28.080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
171,,,,,,165,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:28.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
172,,,,,,166,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:30.290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
173,,,,,,167,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:30.963000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
174,,,,,,168,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:31.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
175,,,,,,169,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:32.380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
176,,,,16777215,,170,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:32.823000,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hombre,,,,,,,,,,,,,,,,,,,,,
177,,,,,,171,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:33.593000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
178,,,,,,172,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:33.717000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,173,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:33.987000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,174,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:34.580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,175,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:34.857000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
182,,,,,,176,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:35.950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,177,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:36.187000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
184,,,,,,178,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:36.727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
185,,,,,,179,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:37.410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
186,,,,,,180,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:39.727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
187,,,,,,181,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:40.277000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
188,,,,,,182,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:40.660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,183,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:40.930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,184,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:42.330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:42.530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,185,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:43.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,186,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:44.053000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
194,,,,,,187,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:44.327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
195,,,,,,188,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:44.587000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
196,,,,,,189,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:45.157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
197,,,,,,190,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:45.687000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
198,,,,,,191,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:46.240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
199,,,,,,192,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:46.800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
200,,,,,,193,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:47.380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
201,,,,,,194,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:48.297000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
202,,,,,,195,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:48.713000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
203,,,,,,196,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:49.127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
204,,,,,,197,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:49.550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
205,,,,,,198,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:50.007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
206,,,,,,199,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:50.743000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
207,,,,,,200,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:51.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
208,,,,,,201,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:51.870000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
209,,,,,,202,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:52.457000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,203,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:53.023000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
211,,,,,,204,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:53.593000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
212,,,,,,205,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:54.180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
213,,,,,,206,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:54.740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
214,,,,,,207,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:55.303000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
215,,,,,,208,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:55.877000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
216,,,,,,209,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:56.433000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
217,,,,,,210,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:56.983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
218,,,,,,211,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:57.787000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
219,,,,,,212,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:58.220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
220,,,,,,213,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:58.983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
221,,,,,,214,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:29:59.577000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
222,,,,16777215,,215,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:00.310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
223,,,,,,216,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:00.900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
224,,,,,,217,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:01.157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
225,,,,,,218,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:01.693000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
226,,,,,,219,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:02.150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
227,,,,,,220,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:02.407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
228,,,,,,221,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:02.807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,222,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:03.383000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,223,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:03.950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
231,,,,,,224,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:04.377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
232,,,,,,225,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:05.280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
233,,,,,,226,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:05.830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
234,,,,16777215,,227,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:06.233000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
235,,,,,,228,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:06.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,229,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:07.017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
237,,,,,,230,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:07.570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
238,,,,,,231,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:07.837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
239,,,,,,232,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:07.920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,233,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:08.013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
241,,,,,,234,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:08.707000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
242,,,,,,235,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:09.460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
243,,,,,,236,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:09.870000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
244,,,,,,237,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:10.130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
245,,,,,,238,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:10.690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
246,,,,,,239,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:11.257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
247,,,,,,240,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:11.823000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
248,,,,,,241,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:12.377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
249,,,,,,242,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:12.920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
250,,,,,,243,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:30:13.480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
