numcta,descripcion,nif,numerolargo,domicilio,poblacion,provincia,codpostal,nacionalidad,telefono1,telefono2,telefono3,fax,movil,email,pagweb,cuentabanco,notas,idiva,claseiva,recargo,igic,idirpf,tipoirpf,IBAN,idmotivoexento,idmotivonoexento,EsServicio,EsBC,EsBI,EsExento,EsNoExento,vigente,pais,idmotivonosujeto,EsNoSujeto,cuentaregul,area,IPSI
6624000000,"Intereses de deudas, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
663,Pérdidas por valoración de instrumentos financieros por su valor razonable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6630000000,Pérdidas de cartera de negociación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6631000000,Pérdidas de designados por la empresa,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6632000000,Pérdidas de disponibles para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6633000000,Pérdidas de instrumentos de cobertura,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
664,Dividendos de acciones o participaciones consideradas como pasivos financieros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6640000000,"Dividendos de pasivos, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6641000000,"Dividendos de pasivos, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6642000000,"Dividendos de pasivos, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6643000000,"Dividendos de pasivos, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
665,"Intereses por descuento de efectos y operaciones de factoring""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6650000000,Intereses por descuento de efectos en entidades de crédito del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6651000000,Intereses por descuento de efectos en entidades de crédito asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6652000000,Intereses por descuento de efectos en otras entidades de crédito vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6653000000,Intereses por descuento de efectos en otras entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6654000000,"Intereses por operaciones de factoring"" con entidades de crédito del grupo""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6655000000,"Intereses por operaciones de factoring"" con entidades de crédito asociadas""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6656000000,"Intereses por operaciones de factoring"" con otras entidades de crédito vinculadas""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6657000000,"Intereses por operaciones de factoring"" con otras entidades de crédito""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
666,Pérdidas en participaciones y  valores representativos de deuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6660000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6661000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, empresas asociadas.",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6662000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6663000000,"Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6665000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6666000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6667000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6668000000,"Pérdidas en participaciones y valores representativos de deuda a corto plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
667,Pérdidas de créditos no comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6670000000,"Pérdidas de créditos a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6671000000,"Pérdidas de créditos a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6672000000,"Pérdidas de créditos a largo plazo, otras  partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6673000000,"Pérdidas de créditos a largo plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6675000000,"Pérdidas de créditos a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6676000000,"Pérdidas de créditos a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6677000000,"Pérdidas de créditos a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6678000000,"Pérdidas de créditos a corto plazo,  otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
668,Diferencias negativas de cambio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6680000000,Diferencias negativas de cambio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
669,Otros gastos financieros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6690000000,Otros gastos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
670,Pérdidas procedentes del inmovilizado intangible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6700000000,Pérdidas procedentes del inmovilizado intangible,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
671,Pérdidas procedentes del inmovilizado material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6710000000,Pérdidas procedentes del inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
672,Pérdidas procedentes de las inversiones inmobiliarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6720000000,Pérdidas procedentes de las inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
673,Pérdidas procedentes de participaciones a largo plazo en partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6730000000,Pérdidas procedentes de participaciones a largo plazo en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6733000000,"Pérdidas procedentes de participaciones a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6734000000,"Pérdidas procedentes de participaciones a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6735000000,"Pérdidas procedentes de participaciones a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
675,Pérdidas por operaciones con obligaciones propias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6750000000,Pérdidas por operaciones con obligaciones propias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
678,Gastos excepcionales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6780000000,Gastos excepcionales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
680,Amortización del inmovilizado intangible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6800000000,Amortización del inmovilizado intangible,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
681,Amortización del inmovilizado material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6810000000,Amortización del inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
682,Amortización de las inversiones inmobiliarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6820000000,Amortización de las inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
690,Pérdidas por deterioro del inmovilizado intangible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6900000000,Pérdidas por deterioro del inmovilizado intangible,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
691,Pérdidas por deterioro del inmovilizado material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6910000000,Pérdidas por deterioro del inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
692,Pérdidas por deterioro de las inversiones inmobiliarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6920000000,Pérdidas por deterioro de las inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
693,Pérdidas por deterioro de existencias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6930000000,Pérdidas por deterioro de productos terminados y en curso de fabricación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6931000000,Pérdidas por deterioro de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6932000000,Pérdidas por deterioro de materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6933000000,Pérdidas por deterioro de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
694,Pérdidas por deterioro de créditos por operaciones comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6940000000,Pérdidas por deterioro de créditos por operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
695,Dotación a la provisión por operaciones comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6950000000,Dotación a la provisión por operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6954000000,Dotación a la provisión por contratos onerosos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6959000000,Dotación a la provisión para otras operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
696,Pérdidas por deterioro de participaciones y valores representativos de deuda a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6960000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6961000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6962000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6963000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6965000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6966000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6967000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6968000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, de otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
697,Pérdidas por deterioro de créditos a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6970000000,"Pérdidas por deterioro de créditos a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6971000000,"Pérdidas por deterioro de créditos a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6972000000,"Pérdidas por deterioro de créditos a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6973000000,"Pérdidas por deterioro de créditos a largo plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
698,Pérdidas por deterioro de participaciones y valores representativos de deuda a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6980000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6981000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6985000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6986000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6987000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6988000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, de otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
699,Pérdidas por deterioro de créditos a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6990000000,"Pérdidas por deterioro de créditos a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6991000000,"Pérdidas por deterioro de créditos a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6992000000,"Pérdidas por deterioro de créditos a  corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
6993000000,"Pérdidas por deterioro de créditos a  corto plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
700,Ventas de mercaderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7000000000,Ventas de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
701,Ventas de productos terminados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7010000000,Ventas de productos terminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
702,Ventas de productos semiterminados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7020000000,Ventas de productos semiterminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
703,Ventas de subproductos y residuos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7030000000,Ventas de subproductos y residuos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
704,Ventas de envases y embalajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7040000000,Ventas de envases y embalajes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
705,Prestaciones de servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7050000000,INGRESOS POR TRABAJOS REALIZADOS,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
706,Descuentos sobre ventas por pronto pago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7060000000,Descuentos sobre ventas por pronto pago de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7061000000,Descuentos sobre ventas por pronto pago de productos terminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7062000000,Descuentos sobre ventas por pronto pago de productos semiterminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7063000000,Descuentos sobre ventas por pronto pago de subproductos y residuos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
708,Devoluciones de ventas y operaciones similares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7080000000,Devoluciones de ventas de mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7081000000,Devoluciones de ventas de productos terminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7082000000,Devoluciones de ventas de productos semiterminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7083000000,Devoluciones de ventas de subproductos y residuos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7084000000,Devoluciones de ventas de envases y embalajes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
709,"Rappels"" sobre ventas""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7090000000,"Rappels"" sobre ventas de mercaderías""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7091000000,"Rappels"" sobre ventas de productos terminados""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7092000000,"Rappels"" sobre ventas de productos semiterminados""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7093000000,"Rappels"" sobre ventas de subproductos y residuos""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7094000000,"Rappels"" sobre ventas de envases y embalajes""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
710,Variación de existencias de productos en curso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7100000000,Variación de existencias de productos en curso,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
711,Variación de existencias de productos semiterminados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7110000000,Variación de existencias de productos semiterminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
712,Variación de existencias de productos terminados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7120000000,Variación de existencias de productos terminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
713,"Variación de existencias de subproductos, residuos y materiales recuperados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7130000000,"Variación de existencias de subproductos, residuos y materiales recuperados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
730,Trabajos realizados para el inmovilizado intangible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7300000000,Trabajos realizados para el inmovilizado intangible,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
731,Trabajos realizados para el inmovilizado material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7310000000,Trabajos realizados para el inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
732,Trabajos realizados en inversiones inmobiliarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7320000000,Trabajos realizados en inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
733,Trabajos realizados para el inmovilizado material en curso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7330000000,Trabajos realizados para el inmovilizado material en curso,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
740,"Subvenciones, donaciones y legados a la explotación",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7400000000,"Subvenciones, donaciones y legados a la explotación",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
746,"Subvenciones, donaciones y legados de capital transferidas al resultado del ejercicio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7460000000,"Subvenciones, donaciones y legados de capital transferidas al resultado del ejercicio",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
747,"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7470000000,"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
751,Resultados de operaciones en común,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7510000000,Pérdida transferida (gestor),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7511000000,Beneficio atribuido (partícipe o asociado no gestor),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
752,Ingresos por arrendamientos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7520000000,Ingresos por arrendamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
753,Ingresos de propiedad industrial cedida en explotación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7530000000,Ingresos de propiedad industrial cedida en explotación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
754,Ingresos por comisiones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7540000000,Ingresos por comisiones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
755,Ingresos por servicios al personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7550000000,Ingresos por servicios al personal,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
759,Ingresos por servicios diversos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7590000000,Ingresos por servicios diversos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
760,Ingresos de participaciones en instrumentos de patrimonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7600000000,"Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7601000000,"Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7602000000,"Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7603000000,"Ingresos de participaciones en instrumentos de patrimonio, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
761,Ingresos de valores representativos de deuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7610000000,"Ingresos de valores representativos de deuda, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7611000000,"Ingresos de valores representativos de deuda, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7612000000,"Ingresos de valores representativos de deuda, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7613000000,"Ingresos de valores representativos de deuda, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
762,Ingresos de créditos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7620000000,Ingresos de créditos a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7620100000,"Ingresos de créditos a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7620200000,"Ingresos de créditos a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7620300000,"Ingresos de créditos a largo plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7621000000,Ingresos de créditos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7621100000,"Ingresos de créditos a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7621200000,"Ingresos de créditos a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7621300000,"Ingresos de créditos a corto plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
763,Beneficios por valoración de instrumentos financieros por su valor razonable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7630000000,Beneficios de cartera de negociación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7631000000,Beneficios de designados por la empresa,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7632000000,Beneficios de disponibles para la venta,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7633000000,Beneficios de instrumentos de cobertura,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
766,Beneficios en participaciones y valores representativos de deuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7660000000,"Beneficios en valores representativos de deuda a largo plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7661000000,"Beneficios en valores representativos de deuda a largo plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7662000000,"Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7663000000,"Beneficios en participaciones y valores representativos de deuda a largo plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7665000000,"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7666000000,"Beneficios en  participaciones y valores representativos de deuda a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7667000000,"Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7668000000,"Beneficios en valores  representativos de deuda a corto plazo, otras empresas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
767,Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7670000000,Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
768,Diferencias positivas de cambio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
7680000000,Diferencias positivas de cambio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
